enrollment_id,user_id,course_id,enrollment_date,progress_pct,last_activity_date,completion_status,final_score,ai_risk_of_dropout,recommended_next_action,learning_streak_days
ENR0025231,USR000088,CRS002595,2025-12-02,41,2026-05-13,In Progress,31,0.704,Schedule mentor call,75
ENR0025232,USR033302,CRS022476,2026-02-06,83,2026-05-01,In Progress,71,0.043,Join forum discussion,26
ENR0025233,USR046922,CRS004677,2025-09-19,42,2026-05-12,In Progress,64,0.33,Continue next lesson,108
ENR0025234,USR033107,CRS016760,2025-08-17,76,2026-04-27,In Progress,68,0.329,Revise weak concepts,49
ENR0025235,USR026599,CRS034119,2025-11-08,95,2026-04-08,Completed,58,0.717,Schedule mentor call,94
ENR0025236,USR027315,CRS040834,2026-02-27,95,2026-03-31,Completed,79,0.918,Revise weak concepts,168
ENR0025237,USR044519,CRS022268,2026-04-20,81,2026-04-07,In Progress,64,0.222,Attempt assessment,71
ENR0025238,USR049057,CRS040024,2026-02-09,87,2026-04-02,In Progress,28,0.729,Take mock interview,129
ENR0025239,USR002862,CRS041117,2026-01-03,84,2026-04-09,In Progress,1,0.073,Schedule mentor call,62
ENR0025240,USR008261,CRS049761,2025-06-28,54,2026-03-28,In Progress,2,0.62,Join forum discussion,55
ENR0025241,USR022799,CRS049368,2026-02-07,66,2026-04-10,In Progress,100,0.239,Join forum discussion,121
ENR0025242,USR033304,CRS041872,2026-05-05,100,2026-03-14,Completed,34,0.435,Continue next lesson,134
ENR0025243,USR002841,CRS042994,2025-10-14,29,2026-03-27,In Progress,24,0.28,Continue next lesson,47
ENR0025244,USR016197,CRS000741,2025-10-15,9,2026-04-21,In Progress,47,0.165,Join forum discussion,76
ENR0025245,USR019882,CRS007664,2025-08-05,68,2026-05-13,In Progress,70,0.279,Attempt assessment,175
ENR0025246,USR043425,CRS010232,2025-12-20,94,2026-04-30,In Progress,0,0.396,Take mock interview,104
ENR0025247,USR013556,CRS007554,2025-10-19,57,2026-05-01,In Progress,28,0.835,Join forum discussion,179
ENR0025248,USR000423,CRS000747,2026-03-29,37,2026-03-26,In Progress,84,0.606,Attempt assessment,167
ENR0025249,USR030908,CRS040719,2026-02-18,53,2026-03-14,In Progress,99,0.124,Revise weak concepts,73
ENR0025250,USR029791,CRS024398,2026-05-09,2,2026-04-13,In Progress,53,0.469,Continue next lesson,173
ENR0025251,USR047058,CRS011053,2025-06-18,6,2026-05-09,In Progress,58,0.332,Revise weak concepts,20
ENR0025252,USR002513,CRS001512,2025-12-01,43,2026-03-21,In Progress,48,0.349,Join forum discussion,118
ENR0025253,USR040369,CRS033174,2025-09-27,44,2026-05-03,In Progress,8,0.815,Take mock interview,71
ENR0025254,USR009622,CRS026157,2026-03-19,88,2026-05-09,In Progress,91,0.928,Attempt assessment,15
ENR0025255,USR025694,CRS002608,2025-12-04,83,2026-04-05,In Progress,9,0.27,Continue next lesson,94
ENR0025256,USR044640,CRS004354,2025-06-11,52,2026-05-13,In Progress,63,0.466,Schedule mentor call,139
ENR0025257,USR009272,CRS048736,2026-02-14,0,2026-04-07,Not Started,26,0.027,Schedule mentor call,110
ENR0025258,USR030776,CRS030967,2025-10-03,78,2026-04-21,In Progress,69,0.627,Revise weak concepts,118
ENR0025259,USR043202,CRS032289,2025-08-21,23,2026-03-20,In Progress,26,0.152,Continue next lesson,166
ENR0025260,USR038320,CRS023942,2025-11-25,47,2026-05-12,In Progress,37,0.115,Take mock interview,2
ENR0025261,USR003856,CRS005468,2026-05-13,7,2026-03-27,In Progress,42,0.135,Schedule mentor call,131
ENR0025262,USR004398,CRS037694,2026-04-05,22,2026-04-04,In Progress,99,0.542,Revise weak concepts,19
ENR0025263,USR015889,CRS041428,2025-08-31,8,2026-04-26,In Progress,43,0.147,Take mock interview,85
ENR0025264,USR013586,CRS005446,2025-10-16,87,2026-04-28,In Progress,39,0.247,Join forum discussion,27
ENR0025265,USR039082,CRS022593,2026-05-11,100,2026-03-27,Completed,61,0.906,Revise weak concepts,27
ENR0025266,USR017631,CRS045360,2025-10-07,56,2026-03-16,In Progress,12,0.252,Attempt assessment,110
ENR0025267,USR007043,CRS017342,2025-06-16,97,2026-04-24,Completed,21,0.77,Continue next lesson,11
ENR0025268,USR001923,CRS015222,2025-12-30,87,2026-03-30,In Progress,14,0.387,Schedule mentor call,93
ENR0025269,USR021328,CRS045008,2025-12-30,62,2026-05-12,In Progress,3,0.526,Continue next lesson,41
ENR0025270,USR046901,CRS023256,2026-03-16,68,2026-04-14,In Progress,96,0.01,Schedule mentor call,162
ENR0025271,USR024536,CRS031789,2025-07-21,51,2026-04-12,In Progress,2,0.639,Join forum discussion,20
ENR0025272,USR040579,CRS015501,2026-01-21,59,2026-04-29,In Progress,87,0.599,Join forum discussion,19
ENR0025273,USR046370,CRS037182,2025-08-01,33,2026-03-24,In Progress,53,0.947,Continue next lesson,178
ENR0025274,USR013225,CRS006147,2025-07-21,69,2026-05-05,In Progress,13,0.621,Join forum discussion,25
ENR0025275,USR007694,CRS044936,2025-08-19,27,2026-04-24,In Progress,61,0.874,Continue next lesson,1
ENR0025276,USR044275,CRS009240,2025-06-18,0,2026-04-01,Not Started,5,0.492,Join forum discussion,110
ENR0025277,USR037621,CRS007480,2026-05-03,7,2026-03-17,In Progress,44,0.044,Attempt assessment,61
ENR0025278,USR045607,CRS044266,2025-10-18,16,2026-05-03,In Progress,50,0.753,Attempt assessment,32
ENR0025279,USR031082,CRS049251,2025-10-20,65,2026-03-21,In Progress,19,0.252,Continue next lesson,38
ENR0025280,USR036459,CRS046007,2025-07-04,77,2026-04-27,In Progress,6,0.151,Continue next lesson,144
ENR0025281,USR037700,CRS014093,2025-10-03,21,2026-04-13,In Progress,94,0.803,Revise weak concepts,35
ENR0025282,USR012080,CRS031848,2025-10-06,83,2026-03-31,In Progress,58,0.437,Attempt assessment,147
ENR0025283,USR017438,CRS028804,2026-02-03,41,2026-03-25,In Progress,93,0.84,Schedule mentor call,75
ENR0025284,USR038667,CRS001623,2025-07-16,86,2026-04-17,In Progress,14,0.932,Join forum discussion,87
ENR0025285,USR013590,CRS018641,2025-06-14,93,2026-05-03,In Progress,11,0.768,Attempt assessment,122
ENR0025286,USR023100,CRS035388,2025-08-04,100,2026-03-19,Completed,52,0.889,Continue next lesson,44
ENR0025287,USR046925,CRS010102,2025-11-12,21,2026-04-11,In Progress,43,0.81,Revise weak concepts,71
ENR0025288,USR004970,CRS034118,2025-12-03,53,2026-03-16,In Progress,20,0.216,Join forum discussion,98
ENR0025289,USR042120,CRS029334,2025-10-26,29,2026-05-13,In Progress,71,0.018,Revise weak concepts,18
ENR0025290,USR006551,CRS018278,2026-04-28,57,2026-05-06,In Progress,4,0.53,Attempt assessment,44
ENR0025291,USR005991,CRS009727,2025-12-17,87,2026-04-05,In Progress,90,0.269,Attempt assessment,141
ENR0025292,USR010085,CRS003457,2025-12-28,98,2026-04-02,Completed,53,0.272,Continue next lesson,157
ENR0025293,USR001059,CRS036536,2026-01-25,48,2026-05-06,In Progress,91,0.352,Continue next lesson,93
ENR0025294,USR002533,CRS008382,2026-03-25,83,2026-03-31,In Progress,92,0.081,Schedule mentor call,174
ENR0025295,USR006696,CRS037000,2026-01-25,90,2026-04-21,In Progress,14,0.036,Attempt assessment,96
ENR0025296,USR033005,CRS027684,2025-07-04,77,2026-04-19,In Progress,8,0.218,Take mock interview,155
ENR0025297,USR022681,CRS046347,2025-11-28,84,2026-04-22,In Progress,99,0.346,Attempt assessment,3
ENR0025298,USR021627,CRS047498,2026-03-25,20,2026-05-05,In Progress,16,0.145,Attempt assessment,64
ENR0025299,USR045317,CRS026638,2026-02-20,5,2026-05-01,In Progress,43,0.748,Revise weak concepts,72
ENR0025300,USR037582,CRS019183,2025-06-13,78,2026-04-08,In Progress,35,0.113,Join forum discussion,140
ENR0025301,USR000342,CRS005911,2026-04-01,5,2026-03-26,In Progress,38,0.163,Attempt assessment,11
ENR0025302,USR007140,CRS030638,2025-10-21,12,2026-03-20,In Progress,46,0.022,Take mock interview,11
ENR0025303,USR032310,CRS048540,2025-09-18,38,2026-04-27,In Progress,32,0.457,Attempt assessment,1
ENR0025304,USR015845,CRS001956,2025-12-31,96,2026-04-19,Completed,10,0.797,Schedule mentor call,93
ENR0025305,USR040616,CRS012265,2026-03-26,53,2026-04-11,In Progress,66,0.904,Take mock interview,53
ENR0025306,USR020948,CRS041088,2026-04-12,68,2026-04-21,In Progress,19,0.919,Revise weak concepts,98
ENR0025307,USR047757,CRS009459,2026-01-26,80,2026-05-04,In Progress,53,0.225,Take mock interview,92
ENR0025308,USR018416,CRS044275,2025-07-20,23,2026-03-25,In Progress,18,0.452,Schedule mentor call,179
ENR0025309,USR044537,CRS014005,2025-07-05,39,2026-03-20,In Progress,44,0.626,Continue next lesson,89
ENR0025310,USR029093,CRS010194,2025-05-23,61,2026-05-06,In Progress,69,0.517,Continue next lesson,147
ENR0025311,USR028466,CRS037049,2025-11-14,71,2026-03-15,In Progress,65,0.797,Continue next lesson,14
ENR0025312,USR007147,CRS026880,2025-11-24,35,2026-04-15,In Progress,39,0.643,Attempt assessment,104
ENR0025313,USR020705,CRS025142,2026-04-09,46,2026-04-18,In Progress,73,0.349,Attempt assessment,96
ENR0025314,USR005495,CRS046241,2025-06-08,67,2026-04-04,In Progress,15,0.647,Schedule mentor call,93
ENR0025315,USR027185,CRS017926,2025-07-01,11,2026-03-17,In Progress,0,0.626,Revise weak concepts,152
ENR0025316,USR036996,CRS026403,2026-01-02,75,2026-03-23,In Progress,88,0.852,Schedule mentor call,33
ENR0025317,USR025676,CRS041625,2025-06-10,36,2026-04-01,In Progress,99,0.022,Take mock interview,6
ENR0025318,USR040578,CRS003336,2025-09-07,77,2026-05-12,In Progress,43,0.887,Schedule mentor call,4
ENR0025319,USR025726,CRS011136,2026-03-21,14,2026-03-18,In Progress,54,0.734,Schedule mentor call,136
ENR0025320,USR025922,CRS049983,2026-02-05,95,2026-03-29,Completed,75,0.077,Attempt assessment,98
ENR0025321,USR033933,CRS021776,2025-07-13,24,2026-05-09,In Progress,100,0.618,Take mock interview,5
ENR0025322,USR046027,CRS006134,2025-12-22,46,2026-03-31,In Progress,60,0.659,Join forum discussion,4
ENR0025323,USR017948,CRS017017,2025-07-10,97,2026-03-30,Completed,53,0.369,Schedule mentor call,20
ENR0025324,USR014879,CRS032591,2026-05-13,19,2026-04-19,In Progress,32,0.25,Take mock interview,138
ENR0025325,USR001738,CRS040474,2026-04-23,44,2026-05-05,In Progress,54,0.652,Schedule mentor call,40
ENR0025326,USR023777,CRS018659,2025-05-31,36,2026-03-15,In Progress,53,0.14,Join forum discussion,102
ENR0025327,USR025985,CRS006313,2026-03-03,11,2026-04-04,In Progress,36,0.866,Join forum discussion,115
ENR0025328,USR007864,CRS019790,2025-12-26,46,2026-03-21,In Progress,8,0.634,Revise weak concepts,94
ENR0025329,USR045151,CRS025728,2025-05-27,25,2026-03-20,In Progress,66,0.245,Revise weak concepts,155
ENR0025330,USR008331,CRS032306,2025-05-18,80,2026-05-03,In Progress,51,0.639,Take mock interview,23
ENR0025331,USR041396,CRS004790,2026-03-16,27,2026-05-09,In Progress,72,0.591,Attempt assessment,36
ENR0025332,USR006744,CRS013255,2025-06-11,100,2026-05-04,Completed,10,0.904,Schedule mentor call,59
ENR0025333,USR045770,CRS038873,2025-05-31,43,2026-05-11,In Progress,81,0.087,Join forum discussion,131
ENR0025334,USR041954,CRS024107,2026-05-06,96,2026-03-29,Completed,17,0.818,Continue next lesson,24
ENR0025335,USR044056,CRS023291,2025-11-06,1,2026-04-12,In Progress,27,0.899,Take mock interview,174
ENR0025336,USR007394,CRS006951,2025-05-14,51,2026-05-10,In Progress,83,0.709,Schedule mentor call,37
ENR0025337,USR031803,CRS005712,2025-12-18,42,2026-04-20,In Progress,0,0.252,Attempt assessment,167
ENR0025338,USR003782,CRS019828,2025-08-20,95,2026-04-14,Completed,48,0.346,Attempt assessment,135
ENR0025339,USR021993,CRS002655,2026-01-09,36,2026-03-31,In Progress,45,0.207,Continue next lesson,66
ENR0025340,USR036741,CRS035828,2025-08-23,71,2026-04-07,In Progress,31,0.619,Continue next lesson,81
ENR0025341,USR020089,CRS033897,2025-09-05,64,2026-03-29,In Progress,7,0.335,Continue next lesson,176
ENR0025342,USR039682,CRS042982,2025-11-23,2,2026-04-26,In Progress,45,0.117,Attempt assessment,46
ENR0025343,USR034131,CRS010679,2025-07-01,40,2026-04-12,In Progress,70,0.338,Continue next lesson,90
ENR0025344,USR028167,CRS000857,2026-04-10,10,2026-04-13,In Progress,8,0.605,Continue next lesson,131
ENR0025345,USR048820,CRS008074,2025-05-15,0,2026-04-12,Not Started,27,0.524,Attempt assessment,180
ENR0025346,USR041720,CRS001161,2025-08-30,100,2026-04-09,Completed,48,0.889,Revise weak concepts,63
ENR0025347,USR015182,CRS045874,2025-07-11,85,2026-05-05,In Progress,82,0.09,Continue next lesson,122
ENR0025348,USR020733,CRS016888,2025-09-20,55,2026-05-06,In Progress,82,0.102,Continue next lesson,27
ENR0025349,USR040963,CRS035585,2026-01-28,72,2026-04-21,In Progress,75,0.078,Take mock interview,121
ENR0025350,USR021169,CRS043544,2025-11-10,86,2026-04-07,In Progress,36,0.898,Take mock interview,51
ENR0025351,USR046147,CRS017699,2025-09-27,15,2026-05-13,In Progress,58,0.632,Revise weak concepts,100
ENR0025352,USR007001,CRS007261,2026-02-03,27,2026-04-25,In Progress,12,0.782,Continue next lesson,144
ENR0025353,USR011380,CRS015155,2025-07-09,82,2026-04-16,In Progress,44,0.034,Continue next lesson,53
ENR0025354,USR014140,CRS030198,2025-12-31,6,2026-03-25,In Progress,25,0.948,Join forum discussion,115
ENR0025355,USR026554,CRS042671,2025-11-29,35,2026-04-15,In Progress,80,0.898,Revise weak concepts,86
ENR0025356,USR005316,CRS028977,2026-05-12,25,2026-03-20,In Progress,57,0.042,Schedule mentor call,130
ENR0025357,USR039971,CRS031723,2026-03-08,33,2026-03-26,In Progress,45,0.166,Revise weak concepts,124
ENR0025358,USR011115,CRS023333,2026-01-24,89,2026-03-14,In Progress,85,0.382,Take mock interview,9
ENR0025359,USR030207,CRS029679,2026-04-02,77,2026-03-16,In Progress,37,0.019,Schedule mentor call,110
ENR0025360,USR005522,CRS038413,2025-08-14,26,2026-05-07,In Progress,30,0.163,Continue next lesson,53
ENR0025361,USR040111,CRS002446,2026-03-11,71,2026-04-15,In Progress,66,0.82,Revise weak concepts,155
ENR0025362,USR024691,CRS043147,2025-09-29,90,2026-04-13,In Progress,49,0.197,Schedule mentor call,72
ENR0025363,USR018674,CRS041234,2026-05-03,25,2026-03-17,In Progress,38,0.771,Revise weak concepts,67
ENR0025364,USR020360,CRS002783,2025-12-07,22,2026-03-19,In Progress,5,0.158,Revise weak concepts,135
ENR0025365,USR021172,CRS000119,2025-10-30,0,2026-05-04,Not Started,55,0.165,Schedule mentor call,119
ENR0025366,USR047087,CRS010444,2025-12-19,94,2026-03-26,In Progress,54,0.892,Join forum discussion,29
ENR0025367,USR040623,CRS005213,2025-06-24,73,2026-04-16,In Progress,47,0.696,Join forum discussion,15
ENR0025368,USR039433,CRS009096,2025-06-30,5,2026-04-28,In Progress,21,0.173,Revise weak concepts,12
ENR0025369,USR036727,CRS046960,2025-09-24,64,2026-03-17,In Progress,47,0.556,Continue next lesson,141
ENR0025370,USR000534,CRS004523,2025-10-04,69,2026-05-04,In Progress,34,0.931,Attempt assessment,135
ENR0025371,USR014694,CRS001975,2026-04-07,73,2026-05-04,In Progress,22,0.094,Schedule mentor call,46
ENR0025372,USR041839,CRS000046,2025-05-29,24,2026-05-11,In Progress,50,0.54,Attempt assessment,123
ENR0025373,USR048362,CRS002388,2025-07-24,56,2026-03-29,In Progress,38,0.181,Schedule mentor call,6
ENR0025374,USR010061,CRS009149,2025-08-10,30,2026-04-27,In Progress,38,0.739,Attempt assessment,110
ENR0025375,USR038165,CRS048254,2026-04-23,16,2026-04-01,In Progress,35,0.182,Join forum discussion,132
ENR0025376,USR007139,CRS022910,2025-12-06,28,2026-03-23,In Progress,85,0.097,Schedule mentor call,76
ENR0025377,USR043685,CRS040612,2025-06-13,76,2026-04-29,In Progress,7,0.16,Revise weak concepts,143
ENR0025378,USR028939,CRS015164,2025-12-17,34,2026-04-17,In Progress,21,0.206,Join forum discussion,166
ENR0025379,USR016974,CRS003178,2025-07-19,93,2026-04-08,In Progress,19,0.843,Schedule mentor call,127
ENR0025380,USR045251,CRS033129,2025-06-28,8,2026-04-28,In Progress,15,0.371,Revise weak concepts,101
ENR0025381,USR036975,CRS002969,2025-12-31,6,2026-04-23,In Progress,38,0.938,Join forum discussion,69
ENR0025382,USR009472,CRS029900,2025-12-02,40,2026-03-27,In Progress,61,0.26,Revise weak concepts,17
ENR0025383,USR026108,CRS019184,2025-05-30,70,2026-04-19,In Progress,89,0.398,Take mock interview,118
ENR0025384,USR003850,CRS049082,2025-08-14,15,2026-03-25,In Progress,0,0.799,Revise weak concepts,9
ENR0025385,USR006194,CRS049255,2025-05-22,41,2026-04-02,In Progress,96,0.562,Continue next lesson,10
ENR0025386,USR029647,CRS006572,2026-04-15,78,2026-03-14,In Progress,6,0.041,Revise weak concepts,90
ENR0025387,USR023050,CRS012225,2026-04-22,47,2026-03-31,In Progress,84,0.864,Take mock interview,154
ENR0025388,USR028926,CRS007063,2025-11-07,80,2026-05-10,In Progress,18,0.902,Join forum discussion,168
ENR0025389,USR038429,CRS036399,2026-03-20,76,2026-04-20,In Progress,33,0.205,Continue next lesson,3
ENR0025390,USR041482,CRS048477,2025-10-06,56,2026-04-09,In Progress,27,0.719,Attempt assessment,78
ENR0025391,USR023753,CRS040354,2025-12-22,56,2026-05-05,In Progress,82,0.103,Attempt assessment,100
ENR0025392,USR007477,CRS042841,2026-01-23,19,2026-03-25,In Progress,19,0.341,Take mock interview,107
ENR0025393,USR018182,CRS020271,2026-03-10,40,2026-05-08,In Progress,20,0.311,Continue next lesson,112
ENR0025394,USR034519,CRS008038,2025-11-24,13,2026-04-30,In Progress,36,0.226,Schedule mentor call,133
ENR0025395,USR038545,CRS004327,2025-11-28,83,2026-04-15,In Progress,6,0.052,Join forum discussion,83
ENR0025396,USR022487,CRS015111,2025-12-09,88,2026-05-02,In Progress,68,0.415,Join forum discussion,158
ENR0025397,USR029309,CRS025327,2025-06-23,21,2026-04-21,In Progress,87,0.336,Revise weak concepts,67
ENR0025398,USR025170,CRS035486,2026-04-06,74,2026-05-01,In Progress,48,0.289,Continue next lesson,74
ENR0025399,USR044441,CRS017014,2026-03-23,20,2026-05-09,In Progress,26,0.392,Attempt assessment,62
ENR0025400,USR028560,CRS004756,2025-06-28,12,2026-05-07,In Progress,52,0.431,Revise weak concepts,61
ENR0025401,USR024947,CRS037769,2025-08-12,98,2026-03-14,Completed,85,0.451,Join forum discussion,41
ENR0025402,USR015820,CRS029585,2025-08-20,16,2026-03-20,In Progress,16,0.177,Attempt assessment,42
ENR0025403,USR032946,CRS035480,2025-12-15,57,2026-03-27,In Progress,91,0.431,Continue next lesson,128
ENR0025404,USR046959,CRS026597,2025-09-01,35,2026-03-28,In Progress,34,0.414,Revise weak concepts,147
ENR0025405,USR030194,CRS046851,2026-02-14,69,2026-04-22,In Progress,43,0.664,Take mock interview,28
ENR0025406,USR017086,CRS042464,2026-02-19,18,2026-05-04,In Progress,14,0.813,Attempt assessment,142
ENR0025407,USR002735,CRS010053,2026-04-01,25,2026-04-01,In Progress,14,0.296,Join forum discussion,58
ENR0025408,USR045743,CRS022753,2025-07-16,84,2026-03-15,In Progress,34,0.303,Join forum discussion,160
ENR0025409,USR045712,CRS016617,2025-08-20,38,2026-04-06,In Progress,64,0.269,Join forum discussion,58
ENR0025410,USR010229,CRS042466,2026-04-13,69,2026-04-07,In Progress,70,0.788,Revise weak concepts,13
ENR0025411,USR047070,CRS002811,2025-10-02,2,2026-04-14,In Progress,17,0.064,Revise weak concepts,82
ENR0025412,USR033405,CRS036581,2025-11-13,89,2026-04-20,In Progress,39,0.427,Join forum discussion,29
ENR0025413,USR005011,CRS013238,2025-08-16,44,2026-04-24,In Progress,6,0.736,Take mock interview,41
ENR0025414,USR042790,CRS043413,2025-07-13,58,2026-04-19,In Progress,98,0.706,Join forum discussion,62
ENR0025415,USR026261,CRS009933,2026-04-05,15,2026-04-22,In Progress,53,0.344,Join forum discussion,156
ENR0025416,USR001996,CRS008373,2025-07-03,29,2026-03-19,In Progress,78,0.879,Take mock interview,5
ENR0025417,USR025161,CRS026993,2025-10-17,59,2026-03-21,In Progress,53,0.267,Revise weak concepts,77
ENR0025418,USR035072,CRS040815,2025-12-09,40,2026-05-02,In Progress,95,0.496,Revise weak concepts,76
ENR0025419,USR032974,CRS044089,2025-08-23,78,2026-03-19,In Progress,78,0.428,Attempt assessment,47
ENR0025420,USR001253,CRS025244,2025-07-17,10,2026-03-15,In Progress,32,0.084,Attempt assessment,80
ENR0025421,USR003545,CRS036768,2026-02-24,2,2026-04-10,In Progress,58,0.936,Continue next lesson,90
ENR0025422,USR011715,CRS013355,2025-09-22,90,2026-05-12,In Progress,19,0.806,Continue next lesson,28
ENR0025423,USR038484,CRS001880,2026-02-06,41,2026-03-24,In Progress,78,0.385,Revise weak concepts,148
ENR0025424,USR042185,CRS035186,2026-04-11,67,2026-04-19,In Progress,6,0.757,Attempt assessment,62
ENR0025425,USR049700,CRS042633,2025-08-29,96,2026-04-18,Completed,68,0.432,Join forum discussion,156
ENR0025426,USR042207,CRS041895,2025-09-30,24,2026-04-22,In Progress,71,0.572,Schedule mentor call,80
ENR0025427,USR018653,CRS038950,2025-08-26,24,2026-05-05,In Progress,93,0.684,Join forum discussion,98
ENR0025428,USR035032,CRS038818,2025-08-02,29,2026-05-02,In Progress,27,0.276,Join forum discussion,148
ENR0025429,USR038886,CRS042111,2025-10-11,85,2026-04-29,In Progress,27,0.717,Schedule mentor call,123
ENR0025430,USR001328,CRS047216,2025-12-04,23,2026-04-29,In Progress,73,0.635,Take mock interview,139
ENR0025431,USR016119,CRS011559,2025-06-22,29,2026-05-03,In Progress,97,0.771,Attempt assessment,67
ENR0025432,USR015225,CRS028576,2025-10-14,85,2026-05-04,In Progress,79,0.207,Revise weak concepts,122
ENR0025433,USR030028,CRS020834,2025-06-27,0,2026-05-13,Not Started,28,0.224,Schedule mentor call,1
ENR0025434,USR000098,CRS047593,2026-02-08,66,2026-04-22,In Progress,86,0.386,Revise weak concepts,104
ENR0025435,USR029007,CRS023052,2026-01-13,50,2026-04-17,In Progress,59,0.758,Attempt assessment,22
ENR0025436,USR042162,CRS019857,2025-07-16,96,2026-04-04,Completed,60,0.649,Revise weak concepts,171
ENR0025437,USR024414,CRS019402,2025-10-02,43,2026-04-05,In Progress,12,0.288,Join forum discussion,170
ENR0025438,USR045176,CRS022925,2025-06-21,66,2026-05-03,In Progress,45,0.346,Attempt assessment,170
ENR0025439,USR034216,CRS037525,2025-11-17,0,2026-03-22,Not Started,30,0.426,Attempt assessment,100
ENR0025440,USR019885,CRS001382,2025-08-21,89,2026-04-28,In Progress,66,0.33,Take mock interview,60
ENR0025441,USR015749,CRS046398,2026-03-23,19,2026-04-15,In Progress,41,0.848,Take mock interview,145
ENR0025442,USR001249,CRS021624,2025-12-01,5,2026-04-17,In Progress,46,0.189,Join forum discussion,102
ENR0025443,USR039423,CRS013439,2025-07-23,58,2026-03-15,In Progress,75,0.936,Revise weak concepts,114
ENR0025444,USR034111,CRS011418,2025-08-14,21,2026-03-31,In Progress,34,0.393,Continue next lesson,35
ENR0025445,USR002055,CRS008331,2025-10-25,30,2026-04-27,In Progress,37,0.12,Take mock interview,130
ENR0025446,USR038411,CRS002405,2025-06-27,0,2026-04-06,Not Started,46,0.348,Continue next lesson,140
ENR0025447,USR033828,CRS005690,2025-09-13,1,2026-04-06,In Progress,41,0.715,Take mock interview,5
ENR0025448,USR023795,CRS021402,2025-06-19,77,2026-04-01,In Progress,43,0.3,Continue next lesson,121
ENR0025449,USR042613,CRS002835,2025-06-03,19,2026-04-03,In Progress,1,0.386,Schedule mentor call,112
ENR0025450,USR035103,CRS036716,2025-09-16,44,2026-04-19,In Progress,61,0.929,Join forum discussion,109
ENR0025451,USR008913,CRS036275,2025-05-30,71,2026-04-15,In Progress,60,0.315,Continue next lesson,163
ENR0025452,USR020499,CRS007634,2025-10-25,14,2026-05-10,In Progress,26,0.712,Continue next lesson,94
ENR0025453,USR047224,CRS012594,2025-11-13,80,2026-03-29,In Progress,55,0.306,Continue next lesson,37
ENR0025454,USR031671,CRS043133,2025-09-04,4,2026-04-11,In Progress,7,0.771,Take mock interview,127
ENR0025455,USR013022,CRS019954,2026-04-15,58,2026-03-17,In Progress,10,0.114,Join forum discussion,89
ENR0025456,USR027037,CRS032535,2026-04-15,66,2026-04-23,In Progress,57,0.03,Attempt assessment,53
ENR0025457,USR031763,CRS031343,2025-06-21,66,2026-04-16,In Progress,24,0.455,Schedule mentor call,85
ENR0025458,USR003307,CRS018872,2025-05-29,11,2026-03-16,In Progress,16,0.194,Schedule mentor call,34
ENR0025459,USR024079,CRS022261,2025-12-08,67,2026-04-22,In Progress,16,0.87,Attempt assessment,87
ENR0025460,USR002612,CRS010901,2025-08-04,63,2026-04-01,In Progress,70,0.757,Take mock interview,52
ENR0025461,USR024753,CRS010800,2026-04-28,21,2026-03-16,In Progress,9,0.025,Take mock interview,53
ENR0025462,USR007496,CRS000282,2026-05-01,4,2026-03-27,In Progress,20,0.728,Join forum discussion,56
ENR0025463,USR002615,CRS023023,2025-05-25,22,2026-03-22,In Progress,5,0.195,Schedule mentor call,13
ENR0025464,USR045442,CRS035955,2025-07-05,86,2026-03-22,In Progress,27,0.931,Attempt assessment,63
ENR0025465,USR044472,CRS009123,2025-10-06,36,2026-03-26,In Progress,5,0.458,Continue next lesson,100
ENR0025466,USR003618,CRS011345,2025-07-28,30,2026-04-10,In Progress,76,0.194,Attempt assessment,113
ENR0025467,USR012845,CRS043273,2025-10-05,40,2026-04-26,In Progress,27,0.663,Revise weak concepts,88
ENR0025468,USR022930,CRS009914,2025-05-17,60,2026-04-23,In Progress,82,0.862,Join forum discussion,122
ENR0025469,USR049120,CRS012152,2025-12-16,39,2026-05-06,In Progress,14,0.881,Join forum discussion,69
ENR0025470,USR013596,CRS011013,2025-11-11,17,2026-04-12,In Progress,55,0.903,Attempt assessment,180
ENR0025471,USR038656,CRS032753,2025-06-14,70,2026-04-05,In Progress,30,0.584,Revise weak concepts,127
ENR0025472,USR007760,CRS007208,2026-01-31,7,2026-04-20,In Progress,10,0.379,Join forum discussion,73
ENR0025473,USR009080,CRS009869,2025-08-14,90,2026-03-25,In Progress,77,0.398,Attempt assessment,80
ENR0025474,USR025015,CRS005493,2026-01-11,54,2026-03-22,In Progress,30,0.047,Schedule mentor call,47
ENR0025475,USR021358,CRS001632,2025-05-16,76,2026-03-27,In Progress,82,0.196,Attempt assessment,144
ENR0025476,USR046636,CRS007128,2026-01-29,77,2026-03-15,In Progress,90,0.185,Continue next lesson,84
ENR0025477,USR014732,CRS038412,2026-02-22,38,2026-04-14,In Progress,91,0.863,Revise weak concepts,109
ENR0025478,USR020458,CRS046102,2025-09-25,7,2026-03-16,In Progress,15,0.098,Attempt assessment,84
ENR0025479,USR029205,CRS011568,2026-03-21,35,2026-05-10,In Progress,49,0.712,Continue next lesson,37
ENR0025480,USR006000,CRS045736,2026-03-16,74,2026-05-12,In Progress,31,0.744,Revise weak concepts,76
ENR0025481,USR005530,CRS024750,2025-08-01,32,2026-04-27,In Progress,26,0.891,Take mock interview,143
ENR0025482,USR007294,CRS036200,2026-02-20,52,2026-04-24,In Progress,59,0.095,Continue next lesson,70
