enterprise_id,enterprise_name,industry,city,country,employee_count,subscription_plan,created_at
ENT00322,Data Academy 322,IT Services,Delhi,UK,11845,Starter,2026-02-28
ENT00323,Prime Consulting 323,Retail,Ahmedabad,UK,24668,Free Trial,2026-04-12
ENT00324,Tech Bank 324,Government,Mumbai,UAE,35259,Enterprise,2025-11-05
ENT00325,Skill University 325,IT Services,Kuala Lumpur,India,19603,Enterprise,2026-04-02
ENT00326,Tech Group 326,Automotive,Kolkata,UAE,16270,Enterprise,2025-05-02
ENT00327,Skill Labs 327,Education,Singapore,India,2161,Enterprise,2026-02-01
ENT00328,Nova University 328,Education,Mumbai,India,38974,Free Trial,2025-08-13
ENT00329,Insight Systems 329,Education,Singapore,India,26412,Enterprise,2025-01-07
ENT00330,Tech University 330,IT Services,Bengaluru,Malaysia,19007,Starter,2025-12-23
ENT00331,Global Consulting 331,Education,Delhi,UAE,43317,Government,2024-12-25
ENT00332,Prime Labs 332,Healthcare,Pune,Malaysia,38825,Starter,2026-02-13
ENT00333,Prime Academy 333,IT Services,Chennai,Singapore,44047,Enterprise,2025-11-01
ENT00334,Global Group 334,Retail,Bengaluru,USA,24721,Starter,2025-11-14
ENT00335,NextGen University 335,Education,Delhi,Singapore,9510,Enterprise,2024-07-11
ENT00336,Tech Group 336,Retail,Dubai,Malaysia,8837,Enterprise,2025-01-16
ENT00337,Apex University 337,Government,New York,India,29527,Professional,2024-08-15
ENT00338,Tech University 338,IT Services,Delhi,UK,44199,Government,2026-01-20
ENT00339,Nova Industries 339,Education,Kuala Lumpur,Malaysia,47518,Government,2024-12-21
ENT00340,NextGen University 340,Government,Delhi,India,13931,Starter,2024-09-10
ENT00341,NextGen University 341,Energy,Singapore,UAE,26043,Starter,2025-11-29
ENT00342,Global Labs 342,Retail,Ahmedabad,Malaysia,42564,Professional,2025-03-24
ENT00343,Apex Consulting 343,Automotive,Ahmedabad,UK,6512,Enterprise,2025-04-05
ENT00344,Future Consulting 344,Government,Kolkata,India,36915,Starter,2024-10-09
ENT00345,Nova Labs 345,Automotive,London,Malaysia,47236,Enterprise,2025-03-11
ENT00346,Skill University 346,Government,Hyderabad,UK,37391,Starter,2025-10-06
ENT00347,Tech Consulting 347,Healthcare,Kuala Lumpur,UK,47469,Enterprise,2025-08-27
ENT00348,Skill Consulting 348,Manufacturing,Bengaluru,Singapore,35868,Enterprise,2024-11-17
ENT00349,Tech Systems 349,Automotive,Pune,India,43842,Free Trial,2024-05-19
ENT00350,Prime Bank 350,Education,Mumbai,Singapore,9947,Free Trial,2024-12-22
ENT00351,Tech Academy 351,Government,Pune,Malaysia,41844,Government,2025-09-19
ENT00352,NextGen Systems 352,IT Services,Dubai,Malaysia,27007,Free Trial,2024-05-30
ENT00353,Tech Labs 353,Automotive,Delhi,India,32963,Enterprise,2024-11-12
ENT00354,Data Industries 354,Automotive,Bengaluru,UAE,12628,Government,2025-11-03
ENT00355,Apex Consulting 355,Healthcare,Kuala Lumpur,UK,5228,Professional,2025-07-02
ENT00356,NextGen University 356,Education,Delhi,Singapore,5333,Free Trial,2024-08-16
ENT00357,Prime Group 357,Retail,Dubai,UK,3727,Free Trial,2026-05-02
ENT00358,Skill Industries 358,Telecom,Kolkata,Singapore,21760,Government,2024-08-18
ENT00359,Tech Systems 359,Education,Hyderabad,Singapore,37194,Enterprise,2025-02-14
ENT00360,Nova Industries 360,Healthcare,Dubai,Malaysia,43179,Free Trial,2024-11-12
ENT00361,Global Systems 361,Education,London,UAE,49349,Enterprise,2024-07-30
ENT00362,Apex Bank 362,Energy,Hyderabad,Malaysia,25553,Government,2025-04-17
ENT00363,Prime Bank 363,BFSI,Dubai,Singapore,22716,Free Trial,2024-08-21
ENT00364,Prime University 364,BFSI,Chennai,Malaysia,40280,Government,2025-06-23
ENT00365,Global Systems 365,Healthcare,Kuala Lumpur,UK,32202,Starter,2025-05-12
ENT00366,Tech Group 366,Retail,Bengaluru,Singapore,38445,Enterprise,2024-08-08
ENT00367,Insight Labs 367,Education,Singapore,India,5426,Professional,2024-10-17
ENT00368,Prime Bank 368,Retail,Chennai,USA,7032,Free Trial,2024-05-18
ENT00369,Apex Academy 369,Government,Kuala Lumpur,USA,6749,Starter,2024-08-10
ENT00370,Skill Group 370,Telecom,Dubai,Malaysia,33633,Enterprise,2024-08-26
ENT00371,Nova Industries 371,Government,Dubai,India,39170,Government,2025-04-10
ENT00372,Prime Systems 372,Healthcare,Kolkata,UK,5600,Government,2025-01-16
ENT00373,Insight Bank 373,Retail,Bengaluru,UAE,17673,Professional,2025-02-11
ENT00374,NextGen Bank 374,BFSI,Bengaluru,UK,18135,Enterprise,2025-03-15
ENT00375,NextGen Industries 375,Government,Delhi,UAE,47294,Enterprise,2026-01-11
ENT00376,Insight University 376,Telecom,Mumbai,UAE,20016,Free Trial,2025-06-22
ENT00377,Global Group 377,Government,Ahmedabad,USA,28270,Government,2024-09-29
ENT00378,Apex Consulting 378,Energy,Singapore,UAE,31442,Professional,2024-11-10
ENT00379,Prime Consulting 379,Healthcare,Singapore,Singapore,41527,Enterprise,2025-12-23
ENT00380,Future Consulting 380,Retail,Delhi,UK,23971,Free Trial,2025-12-11
ENT00381,Future Bank 381,Automotive,Pune,Singapore,30302,Starter,2025-08-04
ENT00382,Apex Industries 382,Retail,New York,UK,9171,Professional,2025-01-15
ENT00383,Apex Bank 383,Retail,Kuala Lumpur,UK,4897,Enterprise,2026-01-15
ENT00384,NextGen Group 384,Automotive,Dubai,Singapore,27463,Government,2024-06-19
ENT00385,Global Industries 385,BFSI,Kuala Lumpur,UAE,43146,Professional,2024-10-30
ENT00386,Insight Systems 386,Energy,New York,Singapore,42434,Enterprise,2025-04-17
ENT00387,Prime Industries 387,IT Services,Mumbai,USA,14599,Government,2025-10-26
ENT00388,Tech University 388,Telecom,Chennai,UK,30397,Government,2026-04-20
ENT00389,Tech Bank 389,Government,Pune,UK,6901,Professional,2025-07-12
ENT00390,Data Industries 390,Manufacturing,Chennai,USA,22533,Enterprise,2024-12-10
ENT00391,Tech Academy 391,Government,Ahmedabad,India,28765,Enterprise,2025-04-04
ENT00392,Data Labs 392,IT Services,Kuala Lumpur,Singapore,7592,Free Trial,2025-04-29
ENT00393,Data Bank 393,Education,Dubai,UAE,36219,Starter,2025-04-16
ENT00394,Tech Group 394,Telecom,Hyderabad,UK,41321,Starter,2024-11-19
ENT00395,Prime Group 395,IT Services,Singapore,Malaysia,12981,Enterprise,2026-01-09
ENT00396,Prime Group 396,IT Services,Singapore,UAE,13536,Professional,2026-05-03
ENT00397,Data Industries 397,Automotive,Bengaluru,USA,21413,Starter,2025-08-24
ENT00398,Data Labs 398,Telecom,Dubai,Singapore,20589,Government,2025-06-14
ENT00399,Insight Group 399,Energy,Mumbai,USA,23117,Enterprise,2026-02-04
ENT00400,Skill Labs 400,Energy,London,India,44097,Starter,2025-03-29
ENT00401,Data University 401,Healthcare,Mumbai,UAE,24514,Starter,2025-10-18
ENT00402,Prime Group 402,Energy,Bengaluru,Malaysia,25196,Enterprise,2024-11-19
ENT00403,NextGen Bank 403,Automotive,Bengaluru,UK,18979,Starter,2024-11-20
ENT00404,Global Academy 404,Energy,Pune,USA,678,Enterprise,2024-09-29
ENT00405,Future Group 405,Automotive,Dubai,Singapore,32488,Enterprise,2026-04-14
ENT00406,NextGen Group 406,Telecom,Ahmedabad,UAE,5467,Government,2024-06-13
ENT00407,Future Labs 407,IT Services,Delhi,UAE,35282,Professional,2024-11-01
ENT00408,NextGen Academy 408,Automotive,Dubai,India,37583,Free Trial,2025-02-11
ENT00409,Tech Consulting 409,Automotive,Kuala Lumpur,India,49857,Enterprise,2025-11-23
ENT00410,Future Group 410,BFSI,Singapore,Singapore,49290,Starter,2025-03-13
ENT00411,Nova Academy 411,Healthcare,Chennai,India,28824,Free Trial,2025-01-10
ENT00412,Future Consulting 412,Energy,New York,UK,10927,Government,2024-10-02
ENT00413,Future University 413,IT Services,London,USA,34933,Professional,2026-01-14
ENT00414,Tech Bank 414,Government,Singapore,USA,19011,Government,2025-02-10
ENT00415,Tech Industries 415,Manufacturing,Kuala Lumpur,UK,3935,Professional,2026-03-15
ENT00416,Skill Bank 416,Education,Bengaluru,Singapore,21158,Starter,2026-04-05
ENT00417,Prime Academy 417,Manufacturing,London,Singapore,17660,Enterprise,2025-06-01
ENT00418,NextGen Industries 418,BFSI,Kolkata,Malaysia,49189,Professional,2026-04-24
ENT00419,Global Academy 419,Telecom,Chennai,Malaysia,212,Free Trial,2025-08-25
ENT00420,Global Industries 420,Automotive,Kolkata,UAE,28207,Starter,2025-10-01
ENT00421,Apex Consulting 421,Healthcare,Chennai,Malaysia,37925,Starter,2025-12-13
ENT00422,NextGen Consulting 422,IT Services,Pune,India,41087,Enterprise,2024-05-29
ENT00423,Data Bank 423,Telecom,Ahmedabad,India,28086,Starter,2026-04-18
ENT00424,Skill Labs 424,Manufacturing,Delhi,India,42949,Professional,2025-01-24
ENT00425,Data Consulting 425,Manufacturing,Pune,UK,41049,Professional,2026-04-29
ENT00426,Future Group 426,BFSI,Singapore,India,121,Starter,2025-09-13
ENT00427,Data Bank 427,Energy,Hyderabad,Malaysia,44613,Enterprise,2024-05-22
ENT00428,Nova Consulting 428,BFSI,Kolkata,Singapore,8712,Enterprise,2024-07-24
ENT00429,Future Group 429,BFSI,Singapore,India,6813,Professional,2025-05-24
ENT00430,Apex Bank 430,Retail,Kuala Lumpur,UAE,42096,Starter,2024-07-22
ENT00431,Tech Systems 431,Energy,New York,UAE,28892,Professional,2024-12-17
ENT00432,Skill Group 432,Energy,New York,UK,14287,Free Trial,2024-08-23
ENT00433,Skill Industries 433,Energy,Singapore,UK,23088,Enterprise,2025-03-31
ENT00434,Skill University 434,Healthcare,New York,India,16313,Government,2026-01-18
ENT00435,Insight Labs 435,IT Services,New York,USA,13514,Government,2026-01-24
ENT00436,Tech University 436,Retail,Delhi,Singapore,3626,Starter,2025-10-01
ENT00437,Prime Industries 437,Education,Ahmedabad,Singapore,38973,Free Trial,2025-11-04
ENT00438,Nova Consulting 438,Government,Bengaluru,UK,37299,Enterprise,2025-05-22
ENT00439,Tech Bank 439,Telecom,Kuala Lumpur,India,1143,Government,2024-07-21
ENT00440,Nova Labs 440,Education,Pune,India,26131,Government,2025-03-02
ENT00441,Tech Group 441,Retail,Singapore,UK,5451,Government,2025-11-14
ENT00442,Insight Bank 442,Healthcare,Mumbai,USA,5228,Government,2024-12-07
ENT00443,Skill Consulting 443,Retail,London,Singapore,42637,Free Trial,2025-03-26
ENT00444,Prime University 444,IT Services,Hyderabad,India,28524,Free Trial,2025-08-20
ENT00445,Insight Systems 445,Healthcare,New York,Singapore,43176,Starter,2024-09-12
ENT00446,Nova Bank 446,IT Services,Bengaluru,UK,22771,Government,2025-10-24
ENT00447,Apex Bank 447,Government,Bengaluru,Singapore,17663,Free Trial,2024-06-12
ENT00448,Global Group 448,Healthcare,Dubai,India,17282,Government,2026-02-14
ENT00449,Data Academy 449,Telecom,Dubai,USA,3683,Enterprise,2025-12-14
ENT00450,Skill Consulting 450,Manufacturing,Delhi,India,37661,Free Trial,2025-01-01
ENT00451,Tech Systems 451,IT Services,Pune,UAE,3063,Enterprise,2025-05-20
ENT00452,Prime Bank 452,Manufacturing,Pune,Malaysia,46844,Enterprise,2024-12-28
ENT00453,Global University 453,Retail,Singapore,USA,17827,Free Trial,2025-12-19
ENT00454,Global Industries 454,Automotive,New York,India,11803,Starter,2025-10-23
ENT00455,Nova Group 455,BFSI,Ahmedabad,USA,20411,Professional,2024-08-09
ENT00456,Tech Academy 456,IT Services,Chennai,UAE,19159,Government,2025-03-20
ENT00457,Insight University 457,Telecom,Chennai,Malaysia,32382,Starter,2025-11-23
ENT00458,Future Bank 458,IT Services,Kolkata,India,15319,Government,2025-05-02
ENT00459,Nova Consulting 459,IT Services,Kuala Lumpur,Singapore,24709,Professional,2024-08-27
ENT00460,Future University 460,Retail,Ahmedabad,India,9380,Professional,2024-08-16
ENT00461,Nova University 461,Automotive,Kolkata,Singapore,24461,Enterprise,2024-08-07
ENT00462,Insight Industries 462,Automotive,Bengaluru,Singapore,25894,Free Trial,2026-01-09
ENT00463,Insight Systems 463,Retail,New York,UAE,15567,Professional,2025-02-04
ENT00464,Global Group 464,Government,Chennai,UK,17872,Starter,2024-07-28
ENT00465,Future Bank 465,Energy,Mumbai,UAE,6974,Starter,2025-08-16
ENT00466,NextGen Consulting 466,Retail,Mumbai,Malaysia,23530,Starter,2025-08-18
ENT00467,Apex Academy 467,Healthcare,Mumbai,India,10379,Professional,2026-05-04
ENT00468,Insight Systems 468,Education,Chennai,UAE,6027,Starter,2025-05-12
ENT00469,Prime Systems 469,Healthcare,Delhi,UAE,2086,Enterprise,2025-08-19
ENT00470,Tech University 470,BFSI,Ahmedabad,India,9211,Free Trial,2024-05-25
ENT00471,Nova University 471,Manufacturing,Hyderabad,UK,24445,Free Trial,2025-12-30
ENT00472,Insight Labs 472,BFSI,Pune,India,13009,Enterprise,2024-09-21
ENT00473,Data Consulting 473,BFSI,Pune,UK,3368,Starter,2025-12-21
ENT00474,Prime Group 474,Telecom,Pune,UK,44825,Enterprise,2024-11-05
ENT00475,Global University 475,Manufacturing,Delhi,USA,29279,Starter,2024-06-17
ENT00476,Insight University 476,Healthcare,Ahmedabad,UK,36139,Enterprise,2024-07-14
ENT00477,Data Labs 477,Retail,Bengaluru,UK,13121,Government,2025-01-23
ENT00478,Tech Systems 478,Retail,Kuala Lumpur,Singapore,23584,Enterprise,2025-11-21
ENT00479,NextGen Consulting 479,Energy,Dubai,USA,25502,Professional,2024-11-13
ENT00480,Nova Consulting 480,Energy,Hyderabad,India,18461,Free Trial,2025-09-08
ENT00481,Tech Consulting 481,Energy,Hyderabad,UAE,6612,Starter,2026-03-16
ENT00482,Future Labs 482,Automotive,Kuala Lumpur,Singapore,3714,Starter,2025-12-23
ENT00483,Prime Consulting 483,Manufacturing,Bengaluru,UAE,38881,Professional,2026-04-27
ENT00484,Global Systems 484,Government,London,Malaysia,9362,Government,2024-11-21
ENT00485,NextGen Labs 485,Manufacturing,Ahmedabad,India,5965,Free Trial,2025-01-06
ENT00486,Insight University 486,IT Services,Dubai,UK,94,Professional,2026-01-31
ENT00487,Future Bank 487,Government,Singapore,UAE,21256,Free Trial,2024-06-04
ENT00488,Skill Bank 488,BFSI,Dubai,USA,4803,Professional,2026-05-04
ENT00489,Prime Industries 489,Government,Delhi,USA,8992,Starter,2025-08-03
ENT00490,NextGen Consulting 490,Manufacturing,Singapore,Malaysia,45503,Government,2025-05-13
ENT00491,Future Bank 491,Retail,Delhi,Singapore,45171,Professional,2024-09-20
ENT00492,Skill Systems 492,Energy,Kolkata,Malaysia,2172,Starter,2026-01-19
ENT00493,Global University 493,Energy,Mumbai,UK,9267,Professional,2024-07-31
ENT00494,Future Consulting 494,Government,Bengaluru,Singapore,5864,Professional,2025-08-13
ENT00495,Nova Labs 495,Education,Hyderabad,Singapore,4492,Professional,2025-01-30
ENT00496,Data Systems 496,IT Services,Kolkata,UK,48060,Enterprise,2024-10-30
ENT00497,Prime Academy 497,Retail,Chennai,Malaysia,24648,Free Trial,2025-09-15
ENT00498,Insight University 498,Manufacturing,Ahmedabad,India,2239,Professional,2024-06-02
ENT00499,Global Labs 499,BFSI,Mumbai,USA,11198,Enterprise,2024-10-24
ENT00500,Data Industries 500,Government,London,Malaysia,31686,Free Trial,2025-07-28
