batch_id,enterprise_id,course_id,batch_name,trainer_id,start_date,end_date,delivery_mode,participant_count,attendance_avg_pct,completion_avg_pct,training_roi_score,status
BAT001427,ENT00280,CRS018633,Corporate Training Batch 1427,USR008527,2025-11-29,2026-01-13,Hybrid,186,87,69,95,On Hold
BAT001428,ENT00246,CRS017165,Corporate Training Batch 1428,USR026738,2025-12-05,2026-03-05,Online,110,75,34,53,Completed
BAT001429,ENT00175,CRS006910,Corporate Training Batch 1429,USR025921,2026-04-14,2026-07-13,Offline,365,93,36,62,Running
BAT001430,ENT00313,CRS030530,Corporate Training Batch 1430,USR001755,2026-04-16,2026-06-15,Online,279,98,34,28,On Hold
BAT001431,ENT00360,CRS018460,Corporate Training Batch 1431,USR003742,2026-04-15,2026-05-30,Online,463,100,58,64,Planned
BAT001432,ENT00463,CRS002171,Corporate Training Batch 1432,USR027469,2026-03-20,2026-04-19,Offline,396,93,65,20,Completed
BAT001433,ENT00069,CRS033626,Corporate Training Batch 1433,USR046429,2026-04-25,2026-05-09,Online,202,93,78,57,On Hold
BAT001434,ENT00432,CRS030699,Corporate Training Batch 1434,USR034419,2026-01-21,2026-02-04,Offline,403,56,89,22,Running
BAT001435,ENT00183,CRS043662,Corporate Training Batch 1435,USR029582,2025-12-04,2026-01-03,Online,56,80,73,40,Completed
BAT001436,ENT00004,CRS018682,Corporate Training Batch 1436,USR034161,2026-03-29,2026-04-28,Hybrid,160,85,31,67,On Hold
BAT001437,ENT00186,CRS028708,Corporate Training Batch 1437,USR035137,2026-03-02,2026-03-09,Hybrid,105,76,50,75,On Hold
BAT001438,ENT00168,CRS031396,Corporate Training Batch 1438,USR046974,2026-03-08,2026-03-15,Online,277,93,46,62,Running
BAT001439,ENT00090,CRS034033,Corporate Training Batch 1439,USR020805,2026-01-15,2026-03-16,Online,115,81,68,78,Running
BAT001440,ENT00478,CRS041314,Corporate Training Batch 1440,USR030245,2026-02-22,2026-03-08,Offline,445,74,36,61,On Hold
BAT001441,ENT00288,CRS009924,Corporate Training Batch 1441,USR033491,2026-05-06,2026-05-13,Offline,500,68,94,20,Running
BAT001442,ENT00375,CRS033411,Corporate Training Batch 1442,USR022787,2026-02-16,2026-03-02,Offline,347,97,36,87,Planned
BAT001443,ENT00155,CRS030627,Corporate Training Batch 1443,USR008900,2025-11-17,2025-12-01,Online,254,65,54,91,Planned
BAT001444,ENT00102,CRS026929,Corporate Training Batch 1444,USR003580,2026-01-18,2026-04-18,Online,473,59,93,52,Running
BAT001445,ENT00462,CRS001020,Corporate Training Batch 1445,USR048597,2025-11-19,2025-12-03,Offline,361,88,96,98,Completed
BAT001446,ENT00175,CRS033354,Corporate Training Batch 1446,USR046685,2026-02-17,2026-04-03,Online,193,55,55,57,Running
BAT001447,ENT00350,CRS045075,Corporate Training Batch 1447,USR035276,2026-03-12,2026-04-11,Hybrid,483,72,55,70,Completed
BAT001448,ENT00476,CRS026324,Corporate Training Batch 1448,USR036729,2026-05-01,2026-07-30,Online,447,69,33,85,Planned
BAT001449,ENT00070,CRS020900,Corporate Training Batch 1449,USR025111,2026-01-25,2026-03-26,Online,108,78,59,81,Completed
BAT001450,ENT00327,CRS024677,Corporate Training Batch 1450,USR007382,2026-02-14,2026-03-31,Online,147,58,29,74,Completed
BAT001451,ENT00328,CRS010656,Corporate Training Batch 1451,USR044976,2026-05-08,2026-05-22,Online,382,57,78,60,Planned
BAT001452,ENT00042,CRS026693,Corporate Training Batch 1452,USR044482,2026-01-12,2026-01-26,Offline,34,99,22,85,Completed
BAT001453,ENT00235,CRS008860,Corporate Training Batch 1453,USR045609,2025-11-29,2026-01-13,Hybrid,390,58,46,74,Running
BAT001454,ENT00093,CRS005637,Corporate Training Batch 1454,USR011160,2026-04-05,2026-05-05,Hybrid,498,86,74,84,Completed
BAT001455,ENT00447,CRS038775,Corporate Training Batch 1455,USR005000,2025-11-26,2025-12-10,Offline,405,61,41,50,Completed
BAT001456,ENT00284,CRS013447,Corporate Training Batch 1456,USR020238,2026-02-16,2026-03-18,Hybrid,369,82,27,60,On Hold
BAT001457,ENT00134,CRS013224,Corporate Training Batch 1457,USR040533,2026-05-08,2026-05-22,Online,35,76,90,91,Completed
BAT001458,ENT00442,CRS015962,Corporate Training Batch 1458,USR032422,2025-12-15,2025-12-22,Online,280,99,41,72,Completed
BAT001459,ENT00221,CRS002847,Corporate Training Batch 1459,USR048455,2025-12-03,2026-03-03,Hybrid,456,57,73,32,Planned
BAT001460,ENT00383,CRS031393,Corporate Training Batch 1460,USR021793,2026-01-15,2026-03-16,Online,94,65,23,46,Completed
BAT001461,ENT00474,CRS029631,Corporate Training Batch 1461,USR026185,2026-04-02,2026-07-01,Offline,299,80,46,58,Planned
BAT001462,ENT00176,CRS033673,Corporate Training Batch 1462,USR029240,2026-04-30,2026-06-29,Hybrid,320,79,61,86,Running
BAT001463,ENT00471,CRS041638,Corporate Training Batch 1463,USR045743,2026-05-09,2026-05-23,Offline,122,67,28,95,Planned
BAT001464,ENT00267,CRS041816,Corporate Training Batch 1464,USR023827,2026-04-16,2026-04-23,Offline,245,90,29,31,Completed
BAT001465,ENT00319,CRS022115,Corporate Training Batch 1465,USR019271,2025-12-19,2026-03-19,Offline,85,98,95,41,Completed
BAT001466,ENT00265,CRS036244,Corporate Training Batch 1466,USR027044,2026-03-17,2026-05-01,Online,228,100,100,79,On Hold
BAT001467,ENT00005,CRS043726,Corporate Training Batch 1467,USR024889,2025-11-28,2026-01-12,Hybrid,360,99,82,57,On Hold
BAT001468,ENT00422,CRS012559,Corporate Training Batch 1468,USR034316,2026-02-01,2026-03-18,Online,241,81,32,48,Running
BAT001469,ENT00357,CRS040777,Corporate Training Batch 1469,USR012075,2025-12-09,2026-03-09,Hybrid,197,76,51,24,Running
BAT001470,ENT00469,CRS004590,Corporate Training Batch 1470,USR003389,2026-01-29,2026-02-12,Hybrid,29,76,47,20,Running
BAT001471,ENT00088,CRS023173,Corporate Training Batch 1471,USR026505,2025-12-13,2025-12-27,Hybrid,349,66,96,88,Running
BAT001472,ENT00246,CRS010813,Corporate Training Batch 1472,USR033510,2026-05-09,2026-05-16,Hybrid,322,94,80,82,Running
BAT001473,ENT00234,CRS000005,Corporate Training Batch 1473,USR049701,2025-12-22,2026-01-05,Offline,85,79,47,89,Planned
BAT001474,ENT00237,CRS023755,Corporate Training Batch 1474,USR016000,2025-12-24,2026-01-23,Offline,104,73,39,44,Planned
BAT001475,ENT00104,CRS019459,Corporate Training Batch 1475,USR019660,2026-03-20,2026-05-19,Offline,468,82,77,88,Completed
BAT001476,ENT00431,CRS022261,Corporate Training Batch 1476,USR047980,2026-04-19,2026-04-26,Offline,237,76,67,33,Running
BAT001477,ENT00195,CRS031275,Corporate Training Batch 1477,USR014479,2026-05-04,2026-05-18,Hybrid,99,62,52,45,Completed
BAT001478,ENT00015,CRS041186,Corporate Training Batch 1478,USR041354,2026-05-04,2026-07-03,Online,464,88,62,95,Completed
BAT001479,ENT00007,CRS022037,Corporate Training Batch 1479,USR034804,2026-04-04,2026-05-19,Online,50,75,71,43,Running
BAT001480,ENT00132,CRS007864,Corporate Training Batch 1480,USR027018,2026-04-15,2026-05-30,Hybrid,75,68,59,76,Planned
BAT001481,ENT00059,CRS005794,Corporate Training Batch 1481,USR002328,2026-01-14,2026-01-21,Hybrid,311,100,41,42,Completed
BAT001482,ENT00015,CRS044181,Corporate Training Batch 1482,USR011921,2026-03-19,2026-05-18,Offline,195,98,89,27,On Hold
BAT001483,ENT00105,CRS045938,Corporate Training Batch 1483,USR048604,2026-03-14,2026-04-13,Online,379,59,53,83,Running
BAT001484,ENT00455,CRS048049,Corporate Training Batch 1484,USR000557,2025-12-28,2026-02-26,Online,341,64,98,35,Completed
BAT001485,ENT00179,CRS032956,Corporate Training Batch 1485,USR013566,2026-05-08,2026-08-06,Hybrid,280,60,50,21,Running
BAT001486,ENT00268,CRS021851,Corporate Training Batch 1486,USR020197,2026-01-20,2026-04-20,Hybrid,309,88,69,84,Completed
BAT001487,ENT00232,CRS041290,Corporate Training Batch 1487,USR045117,2026-01-22,2026-04-22,Online,449,94,33,38,Running
BAT001488,ENT00223,CRS011575,Corporate Training Batch 1488,USR042945,2026-03-17,2026-03-24,Online,307,88,72,36,Planned
BAT001489,ENT00128,CRS011412,Corporate Training Batch 1489,USR028987,2026-03-22,2026-05-21,Offline,473,60,89,31,Running
BAT001490,ENT00182,CRS008483,Corporate Training Batch 1490,USR041230,2026-02-16,2026-03-18,Online,225,82,64,100,Running
BAT001491,ENT00287,CRS049905,Corporate Training Batch 1491,USR027563,2025-12-06,2026-03-06,Hybrid,182,66,28,76,Running
BAT001492,ENT00227,CRS028065,Corporate Training Batch 1492,USR004792,2026-02-24,2026-05-25,Online,304,90,20,36,Completed
BAT001493,ENT00064,CRS030866,Corporate Training Batch 1493,USR011074,2025-11-23,2026-02-21,Hybrid,77,97,85,83,Running
BAT001494,ENT00233,CRS030648,Corporate Training Batch 1494,USR026545,2026-01-13,2026-03-14,Online,369,63,31,75,Completed
BAT001495,ENT00298,CRS037475,Corporate Training Batch 1495,USR012178,2025-11-29,2025-12-06,Offline,241,57,79,34,Planned
BAT001496,ENT00156,CRS038719,Corporate Training Batch 1496,USR003222,2026-01-17,2026-01-24,Online,275,68,52,88,On Hold
BAT001497,ENT00295,CRS045043,Corporate Training Batch 1497,USR020802,2026-02-21,2026-04-07,Online,428,79,78,21,On Hold
BAT001498,ENT00153,CRS015462,Corporate Training Batch 1498,USR032226,2025-11-17,2025-12-01,Offline,42,94,36,83,Running
BAT001499,ENT00360,CRS002064,Corporate Training Batch 1499,USR038746,2026-02-07,2026-03-24,Hybrid,383,56,100,22,Completed
BAT001500,ENT00046,CRS045630,Corporate Training Batch 1500,USR035676,2025-12-29,2026-01-05,Online,38,74,34,80,Running
BAT001501,ENT00331,CRS005779,Corporate Training Batch 1501,USR014145,2026-03-29,2026-04-05,Hybrid,499,98,82,54,Planned
BAT001502,ENT00086,CRS010142,Corporate Training Batch 1502,USR001103,2026-04-27,2026-05-27,Online,157,77,87,34,Running
BAT001503,ENT00359,CRS043183,Corporate Training Batch 1503,USR024554,2026-03-13,2026-04-12,Hybrid,319,77,46,57,Running
BAT001504,ENT00478,CRS047004,Corporate Training Batch 1504,USR048064,2026-01-21,2026-03-22,Online,126,99,52,68,On Hold
BAT001505,ENT00261,CRS027915,Corporate Training Batch 1505,USR039056,2026-02-06,2026-02-20,Online,498,72,87,90,On Hold
BAT001506,ENT00179,CRS028118,Corporate Training Batch 1506,USR002750,2026-03-26,2026-04-02,Hybrid,351,98,33,41,Completed
BAT001507,ENT00089,CRS000105,Corporate Training Batch 1507,USR009177,2026-02-17,2026-04-18,Offline,158,84,61,30,On Hold
BAT001508,ENT00099,CRS022066,Corporate Training Batch 1508,USR043637,2026-02-10,2026-03-27,Hybrid,401,68,93,54,On Hold
BAT001509,ENT00480,CRS011701,Corporate Training Batch 1509,USR022945,2026-05-03,2026-07-02,Offline,137,78,27,30,Completed
BAT001510,ENT00496,CRS001013,Corporate Training Batch 1510,USR032210,2025-11-14,2025-11-28,Online,280,74,100,31,Completed
BAT001511,ENT00173,CRS049978,Corporate Training Batch 1511,USR017603,2025-12-15,2026-02-13,Offline,499,60,53,53,Running
BAT001512,ENT00198,CRS038096,Corporate Training Batch 1512,USR039688,2026-01-31,2026-05-01,Online,264,55,32,84,Running
BAT001513,ENT00283,CRS018003,Corporate Training Batch 1513,USR021052,2025-12-21,2026-03-21,Online,129,89,79,70,Running
BAT001514,ENT00164,CRS024268,Corporate Training Batch 1514,USR032538,2026-02-15,2026-05-16,Offline,346,82,25,59,On Hold
BAT001515,ENT00254,CRS033173,Corporate Training Batch 1515,USR026418,2026-03-25,2026-05-24,Online,351,65,42,100,Running
BAT001516,ENT00304,CRS012440,Corporate Training Batch 1516,USR004377,2026-02-21,2026-03-23,Hybrid,211,90,60,24,Completed
BAT001517,ENT00306,CRS025244,Corporate Training Batch 1517,USR026599,2026-02-08,2026-02-22,Online,208,95,90,95,On Hold
BAT001518,ENT00213,CRS004432,Corporate Training Batch 1518,USR019992,2025-12-12,2026-01-11,Offline,151,58,38,89,Running
BAT001519,ENT00136,CRS034390,Corporate Training Batch 1519,USR003189,2026-05-06,2026-07-05,Hybrid,40,63,27,82,Completed
BAT001520,ENT00097,CRS002070,Corporate Training Batch 1520,USR021195,2026-02-11,2026-02-25,Online,92,94,94,61,Completed
BAT001521,ENT00153,CRS037316,Corporate Training Batch 1521,USR004649,2025-11-28,2026-01-27,Hybrid,38,63,48,61,On Hold
BAT001522,ENT00065,CRS024494,Corporate Training Batch 1522,USR004246,2026-03-04,2026-03-18,Online,457,100,46,67,Completed
BAT001523,ENT00114,CRS021335,Corporate Training Batch 1523,USR040559,2025-12-08,2026-02-06,Offline,303,82,68,26,On Hold
BAT001524,ENT00379,CRS023013,Corporate Training Batch 1524,USR020640,2026-03-20,2026-03-27,Online,32,72,87,60,Running
BAT001525,ENT00007,CRS016603,Corporate Training Batch 1525,USR029426,2026-02-20,2026-02-27,Online,465,69,73,31,Completed
BAT001526,ENT00344,CRS036738,Corporate Training Batch 1526,USR024604,2026-01-17,2026-04-17,Online,337,83,32,23,On Hold
BAT001527,ENT00056,CRS042262,Corporate Training Batch 1527,USR037777,2026-02-25,2026-03-11,Online,179,62,100,58,On Hold
BAT001528,ENT00228,CRS038783,Corporate Training Batch 1528,USR000181,2026-02-06,2026-04-07,Hybrid,319,73,97,70,On Hold
BAT001529,ENT00156,CRS020371,Corporate Training Batch 1529,USR003598,2026-05-05,2026-05-19,Online,207,100,97,48,Planned
BAT001530,ENT00471,CRS012256,Corporate Training Batch 1530,USR017376,2026-01-14,2026-04-14,Offline,164,98,95,21,On Hold
BAT001531,ENT00183,CRS032199,Corporate Training Batch 1531,USR017059,2026-04-16,2026-04-30,Online,315,94,91,99,Running
BAT001532,ENT00145,CRS016039,Corporate Training Batch 1532,USR008817,2026-02-05,2026-03-22,Hybrid,432,83,64,96,Completed
BAT001533,ENT00112,CRS029073,Corporate Training Batch 1533,USR030082,2026-03-09,2026-06-07,Hybrid,55,75,94,81,Completed
BAT001534,ENT00292,CRS021568,Corporate Training Batch 1534,USR047645,2026-01-18,2026-03-04,Hybrid,215,91,48,97,On Hold
BAT001535,ENT00361,CRS020183,Corporate Training Batch 1535,USR005642,2025-12-27,2026-01-10,Offline,421,90,69,40,On Hold
BAT001536,ENT00467,CRS039409,Corporate Training Batch 1536,USR026174,2026-01-22,2026-03-08,Offline,168,91,42,33,On Hold
BAT001537,ENT00486,CRS031198,Corporate Training Batch 1537,USR048046,2026-02-10,2026-02-24,Online,16,89,82,28,Completed
BAT001538,ENT00269,CRS045824,Corporate Training Batch 1538,USR027205,2026-05-02,2026-07-01,Online,429,88,82,60,On Hold
BAT001539,ENT00166,CRS034698,Corporate Training Batch 1539,USR045144,2025-12-15,2025-12-29,Hybrid,412,97,32,58,On Hold
BAT001540,ENT00089,CRS031826,Corporate Training Batch 1540,USR040819,2025-11-21,2025-12-05,Hybrid,338,97,91,74,Planned
BAT001541,ENT00447,CRS002354,Corporate Training Batch 1541,USR018975,2026-03-07,2026-03-21,Offline,36,86,63,96,Completed
BAT001542,ENT00224,CRS002673,Corporate Training Batch 1542,USR038878,2025-12-05,2026-01-04,Hybrid,377,94,88,49,Running
BAT001543,ENT00337,CRS012376,Corporate Training Batch 1543,USR022141,2025-12-23,2026-02-06,Offline,229,58,40,39,Planned
BAT001544,ENT00194,CRS008368,Corporate Training Batch 1544,USR044008,2026-03-05,2026-03-12,Online,283,65,98,94,On Hold
BAT001545,ENT00032,CRS006775,Corporate Training Batch 1545,USR045764,2026-05-07,2026-06-06,Online,158,69,58,55,On Hold
BAT001546,ENT00160,CRS007150,Corporate Training Batch 1546,USR028631,2026-02-06,2026-03-08,Offline,120,74,79,93,On Hold
BAT001547,ENT00298,CRS009440,Corporate Training Batch 1547,USR029307,2026-03-28,2026-05-12,Offline,456,77,82,86,Completed
BAT001548,ENT00470,CRS010872,Corporate Training Batch 1548,USR026052,2026-01-04,2026-03-05,Offline,203,72,96,88,Planned
BAT001549,ENT00377,CRS029481,Corporate Training Batch 1549,USR028964,2026-04-05,2026-05-05,Hybrid,218,82,79,85,Running
BAT001550,ENT00121,CRS017553,Corporate Training Batch 1550,USR045010,2025-11-15,2025-12-30,Online,480,56,83,73,On Hold
BAT001551,ENT00024,CRS023903,Corporate Training Batch 1551,USR017938,2026-01-29,2026-04-29,Offline,403,66,44,35,Planned
BAT001552,ENT00485,CRS036556,Corporate Training Batch 1552,USR033563,2026-02-16,2026-04-17,Offline,408,81,87,66,On Hold
BAT001553,ENT00320,CRS049839,Corporate Training Batch 1553,USR002426,2026-01-01,2026-01-15,Offline,128,91,97,70,Completed
BAT001554,ENT00010,CRS037907,Corporate Training Batch 1554,USR046623,2025-12-14,2026-02-12,Offline,469,70,24,71,Completed
BAT001555,ENT00405,CRS023492,Corporate Training Batch 1555,USR012458,2025-12-30,2026-01-13,Hybrid,204,72,80,52,Completed
BAT001556,ENT00132,CRS033356,Corporate Training Batch 1556,USR049889,2026-04-14,2026-04-21,Offline,158,56,98,61,Running
BAT001557,ENT00153,CRS009931,Corporate Training Batch 1557,USR037459,2026-01-22,2026-01-29,Online,142,70,54,99,On Hold
BAT001558,ENT00123,CRS039066,Corporate Training Batch 1558,USR014751,2025-12-06,2026-03-06,Online,158,80,23,96,Running
BAT001559,ENT00035,CRS016585,Corporate Training Batch 1559,USR041849,2026-01-17,2026-03-18,Online,196,80,43,81,Completed
BAT001560,ENT00168,CRS017768,Corporate Training Batch 1560,USR021316,2026-01-25,2026-02-08,Offline,219,72,86,81,Running
BAT001561,ENT00260,CRS039626,Corporate Training Batch 1561,USR013589,2026-03-09,2026-04-08,Hybrid,13,95,76,20,Running
BAT001562,ENT00380,CRS021096,Corporate Training Batch 1562,USR025348,2025-12-05,2025-12-19,Online,110,73,45,36,On Hold
BAT001563,ENT00271,CRS011039,Corporate Training Batch 1563,USR044232,2026-04-22,2026-07-21,Offline,156,58,22,53,Running
BAT001564,ENT00304,CRS032393,Corporate Training Batch 1564,USR034070,2026-02-18,2026-04-19,Offline,222,60,91,45,On Hold
BAT001565,ENT00054,CRS027298,Corporate Training Batch 1565,USR020358,2026-02-14,2026-02-28,Offline,380,57,36,54,Running
BAT001566,ENT00364,CRS044090,Corporate Training Batch 1566,USR032078,2026-02-22,2026-03-24,Hybrid,469,93,99,32,Planned
BAT001567,ENT00448,CRS045202,Corporate Training Batch 1567,USR013732,2026-04-28,2026-05-05,Online,348,64,33,86,On Hold
BAT001568,ENT00179,CRS030040,Corporate Training Batch 1568,USR030696,2026-03-31,2026-05-30,Hybrid,311,99,54,51,Running
BAT001569,ENT00272,CRS019089,Corporate Training Batch 1569,USR036852,2026-02-24,2026-04-10,Offline,437,91,29,49,Running
BAT001570,ENT00394,CRS039292,Corporate Training Batch 1570,USR014571,2026-02-06,2026-02-20,Hybrid,230,91,27,23,Planned
BAT001571,ENT00069,CRS025764,Corporate Training Batch 1571,USR042830,2026-03-25,2026-06-23,Online,392,84,61,33,Completed
BAT001572,ENT00227,CRS010690,Corporate Training Batch 1572,USR046705,2025-12-01,2025-12-08,Offline,257,85,58,65,Completed
BAT001573,ENT00203,CRS039661,Corporate Training Batch 1573,USR028500,2026-04-15,2026-07-14,Offline,262,94,83,56,Completed
BAT001574,ENT00309,CRS011908,Corporate Training Batch 1574,USR039045,2026-04-25,2026-07-24,Offline,149,96,40,88,On Hold
BAT001575,ENT00419,CRS026137,Corporate Training Batch 1575,USR043269,2026-04-04,2026-06-03,Online,202,80,63,45,On Hold
BAT001576,ENT00271,CRS004991,Corporate Training Batch 1576,USR033346,2026-01-25,2026-04-25,Offline,46,83,68,69,Completed
BAT001577,ENT00378,CRS023766,Corporate Training Batch 1577,USR021065,2026-03-02,2026-03-16,Hybrid,52,87,28,44,Completed
BAT001578,ENT00500,CRS048455,Corporate Training Batch 1578,USR015405,2026-03-31,2026-06-29,Online,321,56,40,83,On Hold
BAT001579,ENT00457,CRS026445,Corporate Training Batch 1579,USR030770,2026-03-07,2026-05-06,Hybrid,102,65,38,52,Planned
BAT001580,ENT00292,CRS028247,Corporate Training Batch 1580,USR045355,2026-03-17,2026-05-16,Online,99,82,33,95,Planned
BAT001581,ENT00177,CRS003818,Corporate Training Batch 1581,USR049960,2026-04-23,2026-05-07,Offline,30,70,61,39,On Hold
BAT001582,ENT00041,CRS042427,Corporate Training Batch 1582,USR026649,2026-03-04,2026-04-18,Online,272,93,89,96,Running
BAT001583,ENT00225,CRS018279,Corporate Training Batch 1583,USR021703,2026-05-10,2026-08-08,Offline,312,85,32,67,Running
BAT001584,ENT00153,CRS037380,Corporate Training Batch 1584,USR040257,2025-12-08,2025-12-15,Online,14,60,84,50,On Hold
BAT001585,ENT00417,CRS000385,Corporate Training Batch 1585,USR000523,2026-01-24,2026-02-07,Hybrid,107,98,82,40,Planned
BAT001586,ENT00318,CRS003109,Corporate Training Batch 1586,USR029302,2026-05-12,2026-06-26,Offline,188,96,59,63,Planned
BAT001587,ENT00132,CRS025126,Corporate Training Batch 1587,USR039041,2026-02-25,2026-04-26,Hybrid,127,56,35,71,Planned
BAT001588,ENT00159,CRS011230,Corporate Training Batch 1588,USR025845,2026-04-03,2026-04-17,Hybrid,97,82,93,36,On Hold
BAT001589,ENT00270,CRS022678,Corporate Training Batch 1589,USR009624,2026-02-25,2026-03-27,Online,118,89,27,32,Planned
BAT001590,ENT00187,CRS019437,Corporate Training Batch 1590,USR028628,2026-03-02,2026-03-09,Offline,232,65,35,45,Running
BAT001591,ENT00461,CRS020850,Corporate Training Batch 1591,USR025597,2026-03-25,2026-06-23,Online,456,99,77,81,Planned
BAT001592,ENT00371,CRS006084,Corporate Training Batch 1592,USR047059,2026-02-07,2026-02-14,Online,410,81,40,56,On Hold
BAT001593,ENT00127,CRS025724,Corporate Training Batch 1593,USR005955,2026-05-13,2026-06-27,Offline,423,63,30,28,On Hold
BAT001594,ENT00340,CRS035878,Corporate Training Batch 1594,USR017182,2025-12-25,2026-01-08,Offline,437,86,29,70,Completed
BAT001595,ENT00058,CRS020563,Corporate Training Batch 1595,USR025724,2025-11-14,2026-01-13,Offline,282,88,96,25,On Hold
BAT001596,ENT00114,CRS027374,Corporate Training Batch 1596,USR044032,2026-02-21,2026-04-22,Online,423,73,35,37,Planned
BAT001597,ENT00229,CRS031528,Corporate Training Batch 1597,USR004682,2026-02-28,2026-03-30,Hybrid,114,70,97,61,Completed
BAT001598,ENT00452,CRS049800,Corporate Training Batch 1598,USR006807,2026-04-17,2026-07-16,Offline,441,100,100,24,Running
BAT001599,ENT00405,CRS009353,Corporate Training Batch 1599,USR027432,2026-01-20,2026-03-06,Offline,413,83,64,68,Running
BAT001600,ENT00131,CRS001207,Corporate Training Batch 1600,USR024425,2025-12-09,2026-01-23,Hybrid,332,94,61,48,Planned
BAT001601,ENT00298,CRS038900,Corporate Training Batch 1601,USR004426,2025-12-09,2026-01-23,Online,461,72,56,81,On Hold
BAT001602,ENT00275,CRS039052,Corporate Training Batch 1602,USR038730,2026-02-17,2026-04-03,Online,68,78,22,54,On Hold
BAT001603,ENT00307,CRS017764,Corporate Training Batch 1603,USR010418,2026-01-28,2026-02-11,Online,13,59,67,36,On Hold
BAT001604,ENT00068,CRS023556,Corporate Training Batch 1604,USR013547,2026-05-07,2026-06-06,Online,344,60,24,84,Completed
BAT001605,ENT00492,CRS043338,Corporate Training Batch 1605,USR012677,2025-11-23,2025-12-23,Online,212,98,86,64,Running
BAT001606,ENT00268,CRS030692,Corporate Training Batch 1606,USR006750,2026-03-20,2026-04-19,Hybrid,425,72,51,38,Completed
BAT001607,ENT00281,CRS001425,Corporate Training Batch 1607,USR031116,2025-11-29,2026-01-13,Hybrid,244,100,76,42,Running
BAT001608,ENT00268,CRS033373,Corporate Training Batch 1608,USR005217,2025-12-07,2026-01-06,Offline,409,75,42,27,Completed
BAT001609,ENT00121,CRS009996,Corporate Training Batch 1609,USR026683,2026-05-10,2026-05-24,Online,133,74,56,36,On Hold
BAT001610,ENT00015,CRS043481,Corporate Training Batch 1610,USR009896,2026-01-15,2026-01-29,Offline,385,91,34,48,Planned
BAT001611,ENT00363,CRS001825,Corporate Training Batch 1611,USR029219,2026-04-17,2026-05-01,Online,319,63,30,59,Planned
BAT001612,ENT00496,CRS037577,Corporate Training Batch 1612,USR029496,2026-03-03,2026-03-10,Hybrid,31,78,42,82,Planned
BAT001613,ENT00466,CRS040086,Corporate Training Batch 1613,USR007162,2025-12-20,2026-02-18,Hybrid,434,85,22,47,Running
BAT001614,ENT00494,CRS044829,Corporate Training Batch 1614,USR044159,2025-12-22,2026-02-20,Offline,188,76,55,64,Planned
BAT001615,ENT00131,CRS026827,Corporate Training Batch 1615,USR016184,2025-12-13,2026-01-27,Offline,500,64,62,98,Planned
BAT001616,ENT00346,CRS028040,Corporate Training Batch 1616,USR000961,2026-04-11,2026-05-26,Online,458,64,59,40,Completed
BAT001617,ENT00092,CRS039965,Corporate Training Batch 1617,USR026247,2026-03-06,2026-04-05,Offline,174,59,26,36,Completed
BAT001618,ENT00164,CRS036465,Corporate Training Batch 1618,USR004337,2025-11-26,2025-12-26,Online,317,99,31,100,Running
BAT001619,ENT00032,CRS037707,Corporate Training Batch 1619,USR018374,2026-05-01,2026-05-31,Offline,469,96,44,30,Running
BAT001620,ENT00120,CRS028016,Corporate Training Batch 1620,USR043769,2025-12-17,2025-12-24,Online,95,63,60,73,Planned
BAT001621,ENT00262,CRS002498,Corporate Training Batch 1621,USR033994,2026-02-13,2026-03-30,Hybrid,358,80,91,82,On Hold
BAT001622,ENT00424,CRS034016,Corporate Training Batch 1622,USR047429,2026-04-19,2026-06-03,Offline,106,65,61,88,Planned
BAT001623,ENT00499,CRS041925,Corporate Training Batch 1623,USR035666,2026-04-07,2026-04-14,Offline,234,90,75,76,Planned
BAT001624,ENT00403,CRS027354,Corporate Training Batch 1624,USR048030,2026-03-16,2026-05-15,Online,30,65,25,38,Running
BAT001625,ENT00168,CRS031158,Corporate Training Batch 1625,USR007325,2026-02-07,2026-04-08,Hybrid,24,79,62,90,Running
BAT001626,ENT00089,CRS034094,Corporate Training Batch 1626,USR036325,2026-04-04,2026-04-11,Hybrid,189,81,76,60,Planned
BAT001627,ENT00182,CRS017798,Corporate Training Batch 1627,USR033957,2026-05-07,2026-05-21,Hybrid,282,84,34,52,Running
BAT001628,ENT00165,CRS010687,Corporate Training Batch 1628,USR031404,2025-12-11,2025-12-25,Online,227,83,50,96,Completed
BAT001629,ENT00211,CRS019930,Corporate Training Batch 1629,USR045276,2026-01-23,2026-02-22,Offline,473,78,95,23,Completed
BAT001630,ENT00057,CRS020637,Corporate Training Batch 1630,USR046672,2026-04-23,2026-06-07,Online,108,60,49,34,Running
BAT001631,ENT00327,CRS032332,Corporate Training Batch 1631,USR000181,2025-11-26,2026-01-25,Hybrid,459,82,75,25,Running
BAT001632,ENT00333,CRS032075,Corporate Training Batch 1632,USR011345,2026-04-13,2026-04-27,Online,317,58,22,81,Planned
BAT001633,ENT00078,CRS022040,Corporate Training Batch 1633,USR046389,2026-03-09,2026-03-16,Offline,479,84,89,44,Completed
BAT001634,ENT00107,CRS025368,Corporate Training Batch 1634,USR034547,2026-03-24,2026-05-23,Hybrid,164,85,53,79,Completed
BAT001635,ENT00466,CRS002379,Corporate Training Batch 1635,USR008151,2026-02-03,2026-03-20,Online,477,80,37,82,Planned
BAT001636,ENT00382,CRS044787,Corporate Training Batch 1636,USR048184,2026-02-10,2026-02-17,Online,84,84,35,25,Planned
