certificate_id,user_id,course_id,credential_type,certificate_title,issued_date,expiry_date,verification_qr_url,blockchain_hash,status
CERT0008499,USR032363,CRS039883,Leadership Credential,Skill Badge in Sales,2025-09-30,2027-09-30,https://verify.kaasdemo.ai/cert/06abc781-fef8-42f0-9357-501bbc2f0bf6,8d16e418c0b8415f967abaff2459ac1c,Active
CERT0008500,USR014482,CRS009682,Professional Certificate,Compliance Certificate in Full Stack,2025-10-01,2026-10-01,https://verify.kaasdemo.ai/cert/ec78cf84-6784-48c0-a88a-52dbe957c145,24f26c7db8ba4494ac4aa5475e96e712,Revoked
CERT0008501,USR021217,CRS040187,Leadership Credential,Skill Badge in Cloud,2025-08-23,2026-08-23,https://verify.kaasdemo.ai/cert/12c8ec85-4a1c-4ee4-a8cb-e47eba568d20,e6fc3a1010c64a1ebc9ef8c5bf7f53f1,Revoked
CERT0008502,USR043967,CRS012284,Professional Certificate,Compliance Certificate in HR,2026-02-21,2029-02-20,https://verify.kaasdemo.ai/cert/1006d426-85da-4f7b-be1b-6a9647ac0771,9ab04626cfb24c4b93f15593be5372e5,Active
CERT0008503,USR007565,CRS038117,Compliance Certificate,Leadership Credential in Manufacturing,2025-06-26,2027-06-26,https://verify.kaasdemo.ai/cert/d05ad159-6547-4c94-ae62-52f6abbf4588,d23125a407d04052b534f847d3b9708a,Active
CERT0008504,USR038253,CRS028226,Compliance Certificate,Skill Badge in Healthcare,2026-01-29,2029-01-28,https://verify.kaasdemo.ai/cert/4fe5ce4d-34bd-4810-9218-afd2c4e1bf1b,3fd132ae0dc14e8fa84b74bcc9b9b7ba,Revoked
CERT0008505,USR008277,CRS022154,Completion Certificate,Completion Certificate in Quality Management,2026-03-12,2027-03-12,https://verify.kaasdemo.ai/cert/083b5c98-26fb-48e6-8ae5-1aa82874ae22,6c55c5e1acd64397bb054faa726c1880,Active
CERT0008506,USR032836,CRS009550,Compliance Certificate,Completion Certificate in Cybersecurity,2025-08-31,2026-08-31,https://verify.kaasdemo.ai/cert/b691e15b-6336-4592-b580-3276a4734866,61061055b38a40728591857afa3ec167,Active
CERT0008507,USR005624,CRS044232,Skill Badge,Compliance Certificate in Finance,2026-03-30,2028-03-29,https://verify.kaasdemo.ai/cert/ce0fc6fe-f803-4616-b186-8e07a455a049,4ac70e97f63c4181b1c3c4207b84a47d,Active
CERT0008508,USR006492,CRS037708,Micro Credential,Leadership Credential in Digital Marketing,2025-10-13,2028-10-12,https://verify.kaasdemo.ai/cert/59124429-4a8f-4144-a50a-a4ad947f05c0,321691de815347e9ab1e12e275708fe9,Revoked
CERT0008509,USR001504,CRS014234,Completion Certificate,Professional Certificate in Data Science,2026-01-04,2028-01-04,https://verify.kaasdemo.ai/cert/4ee35211-d5cb-44e9-911f-50be9fbc30ea,e758f4f3140149169b31fb8e6f4cabf8,Revoked
CERT0008510,USR036973,CRS044196,Skill Badge,Compliance Certificate in Quality Management,2026-02-01,2029-01-31,https://verify.kaasdemo.ai/cert/009691ff-2fbc-4c8d-a81d-8c6c00572ad1,5c62149c2eda4282b185fc04cde87299,Active
CERT0008511,USR011940,CRS048120,Completion Certificate,Leadership Credential in Manufacturing,2025-05-30,2027-05-30,https://verify.kaasdemo.ai/cert/3065516c-c04f-4803-b96a-e699ed9abe4d,fdd2b80783414155974fff977d178e57,Expired
CERT0008512,USR020832,CRS031055,Leadership Credential,Professional Certificate in Leadership,2026-01-18,2027-01-18,https://verify.kaasdemo.ai/cert/e63ae06c-ba08-4433-be1b-c6fd431d3815,41e4c95f1cee45a7874bd58166a06ee7,Active
CERT0008513,USR011094,CRS038956,Professional Certificate,Micro Credential in Manufacturing,2025-10-20,2026-10-20,https://verify.kaasdemo.ai/cert/8929a904-a229-4109-96f9-7bb7b94121bd,1cc60fd36bf54d2abb367f164d165100,Active
CERT0008514,USR035155,CRS034832,Compliance Certificate,Micro Credential in Cybersecurity,2025-06-07,2026-06-07,https://verify.kaasdemo.ai/cert/de97c7cf-de7b-4a25-b418-dc5581afecda,5a638a5eea5a4a64843380b5851481e1,Expired
CERT0008515,USR012630,CRS019550,Micro Credential,Leadership Credential in Cybersecurity,2026-01-13,2029-01-12,https://verify.kaasdemo.ai/cert/e16ddcec-8bbd-4bff-bbe9-2beeff213726,882cd9c951404148bd3a69108244510e,Active
CERT0008516,USR014239,CRS022104,Completion Certificate,Compliance Certificate in Cloud,2026-02-12,2027-02-12,https://verify.kaasdemo.ai/cert/4e6b0ef5-30b3-4581-b7a6-0e93a26d827a,a7b6800cd548460b8a87bc678d744a92,Expired
CERT0008517,USR023146,CRS013940,Leadership Credential,Professional Certificate in Sales,2025-05-14,2026-05-14,https://verify.kaasdemo.ai/cert/939db7c1-1184-45af-abdc-0930cffd9e5c,1dead4557f114591b9e5dd1f216c87b9,Expired
CERT0008518,USR049979,CRS023048,Leadership Credential,Leadership Credential in HR,2026-04-02,2029-04-01,https://verify.kaasdemo.ai/cert/479afe5b-ce2d-48a4-b0f9-a7d01dbaacea,99ce6f325bd94b3a9ebeea0f1dc75fd1,Revoked
CERT0008519,USR024879,CRS044933,Micro Credential,Completion Certificate in Governance,2025-06-16,2026-06-16,https://verify.kaasdemo.ai/cert/106f051d-b640-44ec-a5da-b82c9068c889,730bceaed54c4f8eaa400c9ffe9cc77e,Expired
CERT0008520,USR013781,CRS007378,Micro Credential,Compliance Certificate in Project Management,2025-08-20,2026-08-20,https://verify.kaasdemo.ai/cert/c8c0de77-91b2-4bc8-af9c-59a0716433fb,dda33fceb2a044829abc4f60088b7407,Revoked
CERT0008521,USR009295,CRS048266,Leadership Credential,Professional Certificate in Healthcare,2025-10-10,2026-10-10,https://verify.kaasdemo.ai/cert/87923829-20af-40d2-b600-0ca40f9fca53,710bfd8f25414d8484ec9a25e6f35015,Revoked
CERT0008522,USR039516,CRS047796,Leadership Credential,Micro Credential in Project Management,2026-04-30,2029-04-29,https://verify.kaasdemo.ai/cert/b61607a4-d9b7-442d-aa27-bcf50260d31c,80b0f6ffc7634fe28c2540802e6d84e1,Revoked
CERT0008523,USR038125,CRS011900,Compliance Certificate,Skill Badge in Sales,2026-03-05,2028-03-04,https://verify.kaasdemo.ai/cert/f58edc3b-67a6-4dac-9d58-ae67853b8270,1b582bfb99bc473aba5f834090434345,Active
CERT0008524,USR021075,CRS021483,Micro Credential,Completion Certificate in AI,2025-12-15,2026-12-15,https://verify.kaasdemo.ai/cert/e7d6f7cc-27b3-4bb9-90af-423e54089573,ef2dae38e7a04d69b001b0191b477d1f,Active
CERT0008525,USR012343,CRS022255,Completion Certificate,Professional Certificate in Manufacturing,2025-10-20,2027-10-20,https://verify.kaasdemo.ai/cert/4c02deb8-aae1-4615-b7df-a792bd495066,8dea3682d0a148e6b19dd9e3aa9b73c7,Revoked
CERT0008526,USR026509,CRS026964,Compliance Certificate,Professional Certificate in Finance,2025-12-06,2027-12-06,https://verify.kaasdemo.ai/cert/e22ffa44-25b1-4666-a579-0404572fc4b0,e910a071dcdb4f42b7f2798d70efdcc6,Expired
CERT0008527,USR017603,CRS030846,Skill Badge,Completion Certificate in Cybersecurity,2026-01-22,2028-01-22,https://verify.kaasdemo.ai/cert/9960dfa3-a7d9-40d7-95a3-485a60908646,a7cfc99e037e4c4789e6aedeccbaa2a1,Active
CERT0008528,USR029888,CRS020368,Compliance Certificate,Leadership Credential in Cybersecurity,2026-01-26,2028-01-26,https://verify.kaasdemo.ai/cert/4fa38183-9a7d-430d-9097-c79a053fb6e5,6ff0057b0f944cffb5e94e1f758cefe9,Active
CERT0008529,USR020551,CRS017115,Professional Certificate,Skill Badge in Leadership,2025-07-17,2028-07-16,https://verify.kaasdemo.ai/cert/77462b2b-6be4-4b2e-bcfd-c2a6b75e7f87,52eadd778cc2466ab77f858b3e594651,Revoked
CERT0008530,USR000219,CRS045241,Micro Credential,Leadership Credential in Cybersecurity,2025-07-23,2027-07-23,https://verify.kaasdemo.ai/cert/81edfba2-5332-4151-a486-251a684a16dd,895835a5a78f40a4ae62cf873ce934e2,Active
CERT0008531,USR026113,CRS010727,Professional Certificate,Completion Certificate in Sales,2025-08-19,2027-08-19,https://verify.kaasdemo.ai/cert/33dbfe0a-efe7-4e6a-aec4-d36f79c920e6,06176383d8304e0e9c5dd25eb9ed4229,Active
CERT0008532,USR020980,CRS010748,Professional Certificate,Micro Credential in Quality Management,2025-06-30,2027-06-30,https://verify.kaasdemo.ai/cert/82d5c319-f358-4ba2-ab3a-d5c0adb45361,920316533c644e1291585a9826741750,Expired
CERT0008533,USR023635,CRS010364,Completion Certificate,Compliance Certificate in Leadership,2025-09-21,2026-09-21,https://verify.kaasdemo.ai/cert/61de8b1e-27db-4713-88a3-522d9892417b,6effe8cd943347188da957c39a240a1f,Active
CERT0008534,USR014377,CRS036162,Professional Certificate,Completion Certificate in Leadership,2026-03-22,2027-03-22,https://verify.kaasdemo.ai/cert/b3fe1c5e-efb4-464f-b006-0a068f599baf,a2e8272843c44a11ba8691069e032f11,Active
CERT0008535,USR015979,CRS003901,Professional Certificate,Professional Certificate in Cloud,2026-05-07,2027-05-07,https://verify.kaasdemo.ai/cert/d0660047-94a0-4a66-a177-9d3f32c68ced,67cce5870e224803a54d96761ed1278f,Active
CERT0008536,USR019879,CRS000995,Skill Badge,Skill Badge in Governance,2026-04-10,2028-04-09,https://verify.kaasdemo.ai/cert/8e741ed8-1bd3-401a-8944-6b9bc55f2d7e,a56f3d903096425eb9f8ac61597ed888,Active
CERT0008537,USR008911,CRS003110,Completion Certificate,Skill Badge in HR,2026-04-15,2029-04-14,https://verify.kaasdemo.ai/cert/eb9f9256-6758-4dd5-b115-32b87e667e15,3805a51778724276a24eff93b90c0bbd,Expired
CERT0008538,USR015932,CRS049249,Skill Badge,Micro Credential in Data Science,2026-02-01,2029-01-31,https://verify.kaasdemo.ai/cert/eabe623e-fca9-40fb-a81a-9cba0afffe29,6fca499d5344456abcfdc0b1e65c95bf,Active
CERT0008539,USR001865,CRS014494,Compliance Certificate,Compliance Certificate in Manufacturing,2026-02-11,2028-02-11,https://verify.kaasdemo.ai/cert/0439d1db-f8d0-4c13-af36-c2ffd13b5260,17c3173fd9ed40248556d2d50061803e,Active
CERT0008540,USR047092,CRS016228,Micro Credential,Compliance Certificate in Healthcare,2025-07-04,2026-07-04,https://verify.kaasdemo.ai/cert/9b014b6c-8efe-4cb8-b98d-fe9bc71de96a,e98ec386e1124bf69568ae45cfc04b71,Active
CERT0008541,USR037232,CRS039928,Skill Badge,Micro Credential in Full Stack,2025-06-17,2026-06-17,https://verify.kaasdemo.ai/cert/5f04f092-7cfd-4169-b415-50ddd5262597,0a540bc5a600480a99304c4703f7304e,Revoked
CERT0008542,USR034293,CRS046348,Micro Credential,Skill Badge in Leadership,2026-02-23,2029-02-22,https://verify.kaasdemo.ai/cert/78d77667-8b71-43fb-9ce2-c67dc8076e6c,df1db3dc4ce64f7aa3ca3bd1448d9933,Revoked
CERT0008543,USR038311,CRS012252,Micro Credential,Leadership Credential in Leadership,2025-12-29,2026-12-29,https://verify.kaasdemo.ai/cert/627e9b0f-1088-4f40-b40f-681804a2e39b,747128d0b25a48989ef97f2dd57df85f,Active
CERT0008544,USR042569,CRS037444,Skill Badge,Micro Credential in Governance,2025-09-19,2026-09-19,https://verify.kaasdemo.ai/cert/4c11c995-8c82-45e9-9fda-bfc6f2ae9c57,f7c50d353ded4c268804e823ccea311f,Revoked
CERT0008545,USR007994,CRS017047,Leadership Credential,Leadership Credential in Cloud,2026-02-23,2027-02-23,https://verify.kaasdemo.ai/cert/b41c5e5c-f3b9-48e5-a5d5-6c0d6516c06f,7779bb51f64042708aee063156f4b47e,Revoked
CERT0008546,USR040698,CRS031072,Micro Credential,Micro Credential in HR,2025-10-14,2026-10-14,https://verify.kaasdemo.ai/cert/5331bf09-b20f-49f5-9a50-2dc980cc5479,7c1bfe4cc89a4dffa503ec7e76b2eeb4,Expired
CERT0008547,USR002360,CRS025518,Leadership Credential,Micro Credential in Finance,2025-06-20,2026-06-20,https://verify.kaasdemo.ai/cert/1cd6bd81-b861-42c4-838c-8d655bba8cef,1c96e18b04454c93bd64e6d5e403a236,Active
CERT0008548,USR041184,CRS033428,Leadership Credential,Skill Badge in Manufacturing,2025-12-18,2027-12-18,https://verify.kaasdemo.ai/cert/35ddc751-2704-4a8b-a9dc-4d06243185af,4983ea5fb4494632b65f7210079e115b,Revoked
CERT0008549,USR031584,CRS033118,Compliance Certificate,Compliance Certificate in Cloud,2025-12-28,2028-12-27,https://verify.kaasdemo.ai/cert/612f61d0-d084-4750-9917-c8443f2ec7a2,09e19c3e518b4cadb97706a466c6664f,Active
CERT0008550,USR002786,CRS015478,Micro Credential,Compliance Certificate in Healthcare,2025-05-18,2026-05-18,https://verify.kaasdemo.ai/cert/c5c03be2-bb81-4194-b507-a2ce5a914016,a8a3b029a04a431cafca4a44cb438c8f,Active
CERT0008551,USR046503,CRS025186,Completion Certificate,Skill Badge in Finance,2025-06-27,2026-06-27,https://verify.kaasdemo.ai/cert/4eef7fe1-ea04-40ca-86b9-0ae9faf7e7b6,ec322508ecaa450eaaa95a675343f494,Expired
CERT0008552,USR031242,CRS047789,Micro Credential,Micro Credential in Full Stack,2026-01-19,2028-01-19,https://verify.kaasdemo.ai/cert/16d9b175-88cb-4c5a-ab35-d802fee79ecb,54015484590a4ba297377f95e3d42c6c,Active
CERT0008553,USR002521,CRS020233,Professional Certificate,Compliance Certificate in Leadership,2025-07-30,2028-07-29,https://verify.kaasdemo.ai/cert/27363bfd-9e77-40fd-aab7-134c7dd5f17f,2bc5704099574c16b8b260950210aad1,Active
CERT0008554,USR002347,CRS017348,Leadership Credential,Micro Credential in AI,2025-06-02,2027-06-02,https://verify.kaasdemo.ai/cert/dec56256-0619-4b0c-a3a3-e9a783b1d0ed,0c6ffd64a6f54ed68ff74ce6e6ade00d,Expired
CERT0008555,USR034216,CRS037862,Leadership Credential,Leadership Credential in Digital Marketing,2026-05-04,2028-05-03,https://verify.kaasdemo.ai/cert/45b62d2f-02f2-4518-bf8a-b09a92588b63,8bb6098ff5af430b8776e445defbff9c,Revoked
CERT0008556,USR010413,CRS047946,Compliance Certificate,Skill Badge in Project Management,2025-07-01,2026-07-01,https://verify.kaasdemo.ai/cert/eb12f98a-f75f-4dc8-9134-723093ad22e3,760488125e8f45b8b4743cbf9afa1bef,Active
CERT0008557,USR017702,CRS011670,Compliance Certificate,Compliance Certificate in Digital Marketing,2026-03-30,2029-03-29,https://verify.kaasdemo.ai/cert/9f23c44c-2600-4a17-aa4c-fbaf91496e1b,2e514ad8321146ceb841c2749d6a6fc8,Active
CERT0008558,USR010455,CRS049703,Micro Credential,Skill Badge in Healthcare,2025-09-23,2026-09-23,https://verify.kaasdemo.ai/cert/9dcb1490-6533-4aa8-b0bf-16dfbdf656f3,9f56e1ad739340feb9fa479e7d9e40fa,Active
CERT0008559,USR031848,CRS031127,Professional Certificate,Micro Credential in Project Management,2025-06-03,2027-06-03,https://verify.kaasdemo.ai/cert/300b0bc9-c98b-4986-8570-c965c741ddb1,c72331e7ad5f41ddb2dd66c4d8eaff52,Active
CERT0008560,USR049784,CRS037271,Skill Badge,Completion Certificate in Data Science,2026-01-13,2027-01-13,https://verify.kaasdemo.ai/cert/ebb37c99-db37-4e01-8919-021330e6082f,b7cbf9e127244ef48f226d448d390705,Revoked
CERT0008561,USR026370,CRS042533,Compliance Certificate,Completion Certificate in Cloud,2026-03-27,2027-03-27,https://verify.kaasdemo.ai/cert/88d78cfd-8c8b-496d-9974-3f868eb5bdfb,c5970fcc374e42e6b880b2cb0dc8201c,Active
CERT0008562,USR047411,CRS045245,Skill Badge,Completion Certificate in Quality Management,2026-01-28,2029-01-27,https://verify.kaasdemo.ai/cert/11e3689f-2719-4ff8-b93e-5d04993d8845,e8732d2d0744495c94adc7f8c43f5d5c,Active
CERT0008563,USR002106,CRS027575,Skill Badge,Skill Badge in Digital Marketing,2026-01-20,2029-01-19,https://verify.kaasdemo.ai/cert/8d99640a-ffc3-4f73-8f3f-624723cc454f,22e167df7a4e4a4b887dccd02a9acac7,Active
CERT0008564,USR017236,CRS002667,Completion Certificate,Micro Credential in Manufacturing,2026-05-03,2027-05-03,https://verify.kaasdemo.ai/cert/9acfdcfa-b355-4e9a-988f-f0f159d74b61,705e22794e9d483eadd9b72cc96c2eb4,Active
CERT0008565,USR044969,CRS046394,Skill Badge,Skill Badge in Digital Marketing,2025-09-13,2027-09-13,https://verify.kaasdemo.ai/cert/b659fc38-4eda-4f1b-99c2-232ac674e9d5,f7da32e6066e4020b01243154d7d5b7a,Active
CERT0008566,USR040626,CRS033305,Completion Certificate,Skill Badge in Data Science,2025-08-20,2028-08-19,https://verify.kaasdemo.ai/cert/c78666fa-9a22-4ee5-aaf4-6961ce806707,2b91d0fdc2f0441aa60f2f4aa6f829b1,Revoked
CERT0008567,USR029802,CRS021674,Compliance Certificate,Leadership Credential in Manufacturing,2025-07-30,2028-07-29,https://verify.kaasdemo.ai/cert/6ddb61cd-628b-4705-a909-78f87e6f124f,003bfcc9a2b44c7fb0f7a06b301e2e50,Expired
CERT0008568,USR015278,CRS038065,Completion Certificate,Leadership Credential in Cybersecurity,2026-04-21,2029-04-20,https://verify.kaasdemo.ai/cert/75dff160-7aa9-42f2-a657-df8a11cb36f8,91bcce4b27af4ea8bc060fe791cef65e,Active
CERT0008569,USR049635,CRS001832,Skill Badge,Skill Badge in Digital Marketing,2026-04-30,2028-04-29,https://verify.kaasdemo.ai/cert/82156675-a4fa-49ad-a654-544ac5fd9ea9,c1c39db494324fb0a68cf008a6ac1b50,Expired
CERT0008570,USR027050,CRS010218,Professional Certificate,Completion Certificate in Project Management,2025-09-18,2028-09-17,https://verify.kaasdemo.ai/cert/3931b2f3-06fd-4a1c-9189-6305f3d74e95,7666b15560814fb39dbafc167502971e,Active
CERT0008571,USR017697,CRS020717,Leadership Credential,Skill Badge in HR,2025-08-31,2028-08-30,https://verify.kaasdemo.ai/cert/c7f44573-765f-4b7b-b598-57ad0e38d9d4,17ae54b0e2df4eb5aac8be0bac8b9484,Active
CERT0008572,USR008969,CRS009289,Compliance Certificate,Completion Certificate in Project Management,2026-01-09,2027-01-09,https://verify.kaasdemo.ai/cert/6d863794-72cf-4a50-8554-dc99e2531338,f7b02e1429004bc4abc23b482b9d8f1e,Active
CERT0008573,USR045934,CRS004442,Compliance Certificate,Micro Credential in Healthcare,2025-11-14,2026-11-14,https://verify.kaasdemo.ai/cert/ca787bc8-a9fd-4487-90c3-ae2fb88bd7bb,38dbfa6ca72046579597612001522407,Active
CERT0008574,USR007193,CRS029016,Professional Certificate,Compliance Certificate in Digital Marketing,2025-10-18,2027-10-18,https://verify.kaasdemo.ai/cert/09c5d668-c760-4142-b886-3d5cd3be380f,1f0a8de834fc4d5ea78cb3e5b805b716,Active
CERT0008575,USR008677,CRS007390,Completion Certificate,Leadership Credential in Governance,2026-03-11,2029-03-10,https://verify.kaasdemo.ai/cert/c0172dc5-beda-4dfc-8994-1f4dc3f045fe,c2947cf0e00f4690aad79dbf35416c62,Active
CERT0008576,USR033090,CRS035569,Compliance Certificate,Micro Credential in Sales,2026-03-07,2027-03-07,https://verify.kaasdemo.ai/cert/b72e6131-94db-42d0-a013-96c743f5b1ce,ad47bf0fe47743c8ba8931db0f3073e6,Revoked
CERT0008577,USR032232,CRS025177,Professional Certificate,Professional Certificate in Project Management,2025-10-20,2027-10-20,https://verify.kaasdemo.ai/cert/a5291754-ecfb-4240-81e9-385dc0b1c9c8,c49be1664f484e7ebbd1533f1c170bab,Active
CERT0008578,USR025758,CRS014952,Micro Credential,Micro Credential in AI,2025-10-30,2027-10-30,https://verify.kaasdemo.ai/cert/cea494b1-38ae-4769-8108-7ef90e623ca1,c8e797c5fb2c440795e83f26fa0f0df6,Revoked
CERT0008579,USR008753,CRS019829,Leadership Credential,Professional Certificate in Digital Marketing,2025-05-25,2026-05-25,https://verify.kaasdemo.ai/cert/028848a6-e17b-4b0f-8dac-12c967331a74,ea88c6060cde4ce8bbc406ae31abd545,Revoked
CERT0008580,USR046738,CRS043026,Professional Certificate,Skill Badge in Cybersecurity,2025-11-29,2027-11-29,https://verify.kaasdemo.ai/cert/da07d8e0-b9fd-464b-947c-c6f0d3315869,389e18cc987b43a1b8c12f5406890952,Active
CERT0008581,USR027243,CRS025672,Professional Certificate,Compliance Certificate in Project Management,2025-10-01,2027-10-01,https://verify.kaasdemo.ai/cert/3cbf0080-30b0-4881-bcb7-b6b418c5b27b,11ff2ee535b84be3a30df9e6eeecf35f,Active
CERT0008582,USR018727,CRS034051,Compliance Certificate,Skill Badge in Sales,2025-10-10,2028-10-09,https://verify.kaasdemo.ai/cert/527c183d-5fa0-41de-9108-6a17f2778f0e,254e594ec12d43128981de6deaeb24f7,Active
CERT0008583,USR020613,CRS021708,Skill Badge,Professional Certificate in AI,2025-08-25,2026-08-25,https://verify.kaasdemo.ai/cert/60f96f60-c0b7-4fda-abc2-9f698d382dc0,c33c99c2d28a4f08a6a58412e491efa1,Active
CERT0008584,USR013052,CRS028395,Micro Credential,Compliance Certificate in Leadership,2025-07-23,2026-07-23,https://verify.kaasdemo.ai/cert/f439e06c-04b6-4eeb-bcab-2d8e6ba81125,0cd1819527f0446ebc03883af6a7fdc0,Active
CERT0008585,USR022587,CRS016970,Leadership Credential,Leadership Credential in Data Science,2025-09-13,2027-09-13,https://verify.kaasdemo.ai/cert/3641cf06-f053-4e5d-af5b-454e9c8f8897,c6f0450d0ce4403080a8283344114f58,Active
CERT0008586,USR047708,CRS027943,Compliance Certificate,Compliance Certificate in Governance,2025-09-04,2028-09-03,https://verify.kaasdemo.ai/cert/1456ca56-a9de-44bc-b587-d5ff4ca7fba4,7fe3ffa03b234a38a3aa881099a8b219,Expired
CERT0008587,USR032450,CRS016527,Micro Credential,Skill Badge in Cybersecurity,2025-07-01,2028-06-30,https://verify.kaasdemo.ai/cert/5f9b63da-6565-4eef-8c46-c4eef0d49b4c,d9e7a708e39b42c497f9774c613339ee,Expired
CERT0008588,USR042092,CRS007069,Professional Certificate,Professional Certificate in Digital Marketing,2025-08-19,2027-08-19,https://verify.kaasdemo.ai/cert/358bcf94-60a5-4f4c-aeb4-c74f6c7a0725,3c597b97a05d4c859ce60f9a5b012ed2,Active
CERT0008589,USR015135,CRS038624,Skill Badge,Professional Certificate in Project Management,2025-10-11,2028-10-10,https://verify.kaasdemo.ai/cert/12113c60-6283-49d2-8369-3dae660e5f1d,d12384a782804c48b0fe8bbb83e71b85,Active
CERT0008590,USR020602,CRS020895,Micro Credential,Completion Certificate in Governance,2025-08-08,2026-08-08,https://verify.kaasdemo.ai/cert/c89cad8a-f6c8-48d9-8565-7196a79149c0,1654d997a7724543a1b40aa91cdc77f9,Revoked
CERT0008591,USR047620,CRS010024,Skill Badge,Professional Certificate in AI,2025-06-10,2027-06-10,https://verify.kaasdemo.ai/cert/acf14135-4760-4baa-8a39-337d36900608,5e9f3ca65be546f8b12388e488422454,Expired
CERT0008592,USR026486,CRS007806,Micro Credential,Compliance Certificate in AI,2025-07-16,2026-07-16,https://verify.kaasdemo.ai/cert/cd0a4cb3-2a37-4db6-ae9e-daf670352260,0614fca64bf94a6fadb01fe6c482b8f4,Active
CERT0008593,USR007609,CRS024640,Compliance Certificate,Leadership Credential in Quality Management,2025-11-12,2026-11-12,https://verify.kaasdemo.ai/cert/723d5989-66b2-4617-a2ce-33c0ef00fdd6,eeb8cae85c404f1fae8ce177826b1bb5,Active
CERT0008594,USR001960,CRS028904,Professional Certificate,Skill Badge in Finance,2025-07-20,2027-07-20,https://verify.kaasdemo.ai/cert/e258cbc9-5477-44cc-9c3d-2d932b1fee76,d2e6d23bea324549a80abf1dab62160a,Active
CERT0008595,USR027577,CRS022261,Professional Certificate,Skill Badge in Data Science,2025-09-04,2026-09-04,https://verify.kaasdemo.ai/cert/e4706943-e8b8-4f2b-b267-eac4dd6f1332,04a48cac7897424a99d97826129eba89,Active
CERT0008596,USR007908,CRS019782,Leadership Credential,Professional Certificate in Manufacturing,2026-03-08,2029-03-07,https://verify.kaasdemo.ai/cert/df6d8aa4-1a42-4f84-99e7-a4810429f947,f3c257ab747c49d7a638fab4663c28db,Active
CERT0008597,USR035945,CRS023989,Completion Certificate,Micro Credential in Finance,2026-02-23,2027-02-23,https://verify.kaasdemo.ai/cert/22907e86-f2bf-490b-804e-3e22ab4028f5,cea6af65f8bf4c8187c60deb572d2226,Active
CERT0008598,USR045120,CRS026675,Professional Certificate,Micro Credential in Quality Management,2026-04-15,2029-04-14,https://verify.kaasdemo.ai/cert/3751a542-724e-43d0-9eb2-3e2f513b0d37,a5b607f8faf246d38d19b8ce82b78e8b,Active
CERT0008599,USR030163,CRS001949,Micro Credential,Professional Certificate in Manufacturing,2025-12-09,2026-12-09,https://verify.kaasdemo.ai/cert/74a65dad-2014-4174-ae16-00efa4ceb41f,c19a872ed0d34439b420dccc29e55bb2,Active
CERT0008600,USR037396,CRS003084,Professional Certificate,Professional Certificate in Full Stack,2025-12-08,2026-12-08,https://verify.kaasdemo.ai/cert/a7d9cc59-0834-4f1a-9d32-7b6e8b5b59f6,7762c758381e4a7b9ae48cfe2d17c5e1,Active
CERT0008601,USR046965,CRS042005,Micro Credential,Leadership Credential in Finance,2026-04-01,2027-04-01,https://verify.kaasdemo.ai/cert/02882074-8ea6-465c-afb7-f4731b649c11,1941f728b3de403f9c25b40ae71da7d1,Revoked
CERT0008602,USR016047,CRS037681,Compliance Certificate,Skill Badge in Sales,2025-07-02,2027-07-02,https://verify.kaasdemo.ai/cert/63adde23-a59e-4727-a971-a52f5dd6576e,ac34b5c05ed34f4bbb5fe0ae0cbcb2cf,Active
CERT0008603,USR015537,CRS006443,Compliance Certificate,Compliance Certificate in Full Stack,2026-04-01,2028-03-31,https://verify.kaasdemo.ai/cert/8813f18b-d06e-4946-ad81-d1f37a502846,6805abb490bd4d5194ce13e50fe22542,Active
CERT0008604,USR002694,CRS048492,Leadership Credential,Micro Credential in Finance,2026-02-19,2029-02-18,https://verify.kaasdemo.ai/cert/e4bcd13f-4914-4cb8-a1cc-3022618b37f7,3a2b259ab1784cfcb1250a418a3f648f,Revoked
CERT0008605,USR043644,CRS033177,Micro Credential,Completion Certificate in Cybersecurity,2025-11-16,2028-11-15,https://verify.kaasdemo.ai/cert/88870726-b2a2-48f9-9235-d26ef0acfc02,69ee27070833414d81782b23f8bd74e0,Active
CERT0008606,USR004684,CRS040317,Professional Certificate,Completion Certificate in Data Science,2025-10-30,2026-10-30,https://verify.kaasdemo.ai/cert/1000d1ae-4311-41aa-9994-88ec0802e7c6,d1dd26c01425485494c9658a26342472,Active
CERT0008607,USR007717,CRS003691,Compliance Certificate,Leadership Credential in Manufacturing,2026-01-25,2029-01-24,https://verify.kaasdemo.ai/cert/c325b3b0-5742-4f7b-9b28-c307d2a17606,4d3a79b32e494d49bf9ad0aa10e2b0f0,Active
CERT0008608,USR032866,CRS003174,Micro Credential,Skill Badge in Governance,2026-02-08,2029-02-07,https://verify.kaasdemo.ai/cert/9735c1e2-4cb5-48e9-8cef-992315ca97b6,8eebe50c24c24766aa13e7c50bd2d3ff,Expired
CERT0008609,USR016906,CRS049369,Professional Certificate,Professional Certificate in Quality Management,2025-07-20,2026-07-20,https://verify.kaasdemo.ai/cert/b2fdacc3-c635-46d3-bd2f-d7c5e78aafb5,23c89b9bb3af4735b4d1e377be3211f2,Active
CERT0008610,USR042167,CRS025578,Compliance Certificate,Micro Credential in Quality Management,2025-10-20,2028-10-19,https://verify.kaasdemo.ai/cert/ec209d1a-cb7f-4dc9-a9bc-6fff0710eec0,4f1e5fb59de54fabb53d660a6fbf63ff,Expired
