assessment_id,course_id,assessment_title,assessment_type,difficulty,question_count,max_score,passing_score,llm_generated,gamified_mode,proctoring_required,created_at
ASM003354,CRS045333,MCQ Assessment 3354,Project Submission,Advanced,24,100,66,False,Timed Challenge,False,2025-10-01
ASM003355,CRS007493,Coding Challenge Assessment 3355,Coding Challenge,Advanced,41,150,101,False,Scenario Mission,False,2026-02-06
ASM003356,CRS002047,Case Study Assessment 3356,Gamified Quest,Beginner,37,100,61,True,Timed Challenge,False,2026-02-17
ASM003357,CRS019124,Simulation Assessment 3357,Gamified Quest,Beginner,50,50,31,False,Classic,False,2025-07-29
ASM003358,CRS010364,Gamified Quest Assessment 3358,Viva,Beginner,24,100,55,False,Timed Challenge,True,2025-10-05
ASM003359,CRS040826,Coding Challenge Assessment 3359,MCQ,Expert,9,50,31,True,Escape Room,True,2025-10-11
ASM003360,CRS039369,Project Submission Assessment 3360,Viva,Advanced,17,200,99,True,Timed Challenge,False,2026-03-06
ASM003361,CRS025576,Gamified Quest Assessment 3361,Coding Challenge,Intermediate,45,100,58,False,Escape Room,False,2025-09-27
ASM003362,CRS048426,Case Study Assessment 3362,Gamified Quest,Advanced,24,200,92,True,Battle,False,2024-12-31
ASM003363,CRS019165,Gamified Quest Assessment 3363,Case Study,Expert,44,150,69,True,Timed Challenge,False,2024-07-10
ASM003364,CRS018926,Project Submission Assessment 3364,Case Study,Advanced,48,50,22,True,Classic,False,2025-11-29
ASM003365,CRS010864,Simulation Assessment 3365,MCQ,Advanced,29,150,71,False,Classic,False,2025-12-31
ASM003366,CRS044967,Viva Assessment 3366,Simulation,Intermediate,51,50,27,True,Quest,False,2024-11-11
ASM003367,CRS042326,Simulation Assessment 3367,Case Study,Expert,42,50,30,True,Escape Room,False,2025-07-05
ASM003368,CRS049940,Project Submission Assessment 3368,Roleplay,Advanced,37,50,25,True,Timed Challenge,True,2025-08-01
ASM003369,CRS035945,Gamified Quest Assessment 3369,Roleplay,Beginner,49,100,65,True,Quest,False,2025-01-17
ASM003370,CRS008452,Roleplay Assessment 3370,Roleplay,Beginner,50,50,34,False,Battle,False,2025-05-30
ASM003371,CRS004024,Roleplay Assessment 3371,Simulation,Advanced,35,50,24,False,Scenario Mission,False,2026-03-27
ASM003372,CRS033507,Roleplay Assessment 3372,MCQ,Expert,8,200,99,True,Timed Challenge,False,2024-10-07
ASM003373,CRS022522,Coding Challenge Assessment 3373,MCQ,Advanced,52,50,24,False,Classic,True,2024-07-22
ASM003374,CRS004690,Simulation Assessment 3374,Viva,Intermediate,29,200,132,False,Quest,True,2025-04-07
ASM003375,CRS039330,Gamified Quest Assessment 3375,Simulation,Expert,51,150,94,True,Battle,True,2025-02-20
ASM003376,CRS034801,Coding Challenge Assessment 3376,Case Study,Expert,51,150,102,False,Scenario Mission,True,2024-12-19
ASM003377,CRS014995,Gamified Quest Assessment 3377,Simulation,Expert,46,150,90,False,Classic,False,2024-09-26
ASM003378,CRS046707,MCQ Assessment 3378,Simulation,Beginner,38,200,111,True,Timed Challenge,True,2025-03-10
ASM003379,CRS006607,Project Submission Assessment 3379,Case Study,Intermediate,56,150,81,True,Quest,False,2025-01-09
ASM003380,CRS001762,Viva Assessment 3380,Roleplay,Expert,20,100,68,True,Scenario Mission,False,2025-10-23
ASM003381,CRS037266,Case Study Assessment 3381,MCQ,Intermediate,53,200,107,True,Classic,False,2025-09-17
ASM003382,CRS005524,Viva Assessment 3382,Gamified Quest,Intermediate,36,200,127,False,Scenario Mission,True,2026-02-06
ASM003383,CRS026788,Roleplay Assessment 3383,Project Submission,Intermediate,56,150,95,True,Classic,True,2024-11-03
ASM003384,CRS022650,Case Study Assessment 3384,Viva,Intermediate,41,100,51,True,Scenario Mission,False,2025-07-12
ASM003385,CRS013198,MCQ Assessment 3385,Viva,Intermediate,36,150,76,False,Escape Room,False,2025-06-17
ASM003386,CRS000474,Project Submission Assessment 3386,Coding Challenge,Beginner,6,50,25,True,Quest,False,2024-08-05
ASM003387,CRS036928,Coding Challenge Assessment 3387,Coding Challenge,Advanced,59,150,85,True,Quest,True,2025-01-16
ASM003388,CRS004821,Coding Challenge Assessment 3388,Gamified Quest,Beginner,15,200,123,True,Scenario Mission,False,2025-12-20
ASM003389,CRS042585,Coding Challenge Assessment 3389,MCQ,Expert,13,50,27,True,Quest,True,2025-11-01
ASM003390,CRS046811,Project Submission Assessment 3390,Coding Challenge,Advanced,16,100,55,True,Timed Challenge,True,2025-10-21
ASM003391,CRS026018,Case Study Assessment 3391,Coding Challenge,Advanced,46,50,29,True,Battle,False,2025-11-23
ASM003392,CRS016722,Case Study Assessment 3392,MCQ,Beginner,37,200,114,False,Quest,False,2025-08-16
ASM003393,CRS003547,Project Submission Assessment 3393,Case Study,Advanced,18,150,69,True,Scenario Mission,False,2026-02-15
ASM003394,CRS036733,Case Study Assessment 3394,Case Study,Expert,19,150,73,True,Scenario Mission,True,2024-12-31
ASM003395,CRS008820,Simulation Assessment 3395,Roleplay,Expert,6,150,101,False,Battle,False,2024-10-06
ASM003396,CRS028909,Simulation Assessment 3396,MCQ,Beginner,39,200,93,True,Escape Room,False,2026-04-22
ASM003397,CRS022463,Coding Challenge Assessment 3397,Coding Challenge,Expert,34,200,132,True,Battle,False,2026-02-17
ASM003398,CRS023834,Roleplay Assessment 3398,Coding Challenge,Beginner,30,150,104,True,Classic,False,2026-05-01
ASM003399,CRS037908,Gamified Quest Assessment 3399,Simulation,Beginner,32,100,64,True,Classic,False,2026-01-22
ASM003400,CRS034137,Simulation Assessment 3400,MCQ,Beginner,42,50,32,True,Scenario Mission,False,2024-10-06
ASM003401,CRS018127,Simulation Assessment 3401,Roleplay,Beginner,53,200,108,False,Timed Challenge,True,2025-05-16
ASM003402,CRS018920,Gamified Quest Assessment 3402,Project Submission,Expert,50,100,63,False,Scenario Mission,False,2026-04-19
ASM003403,CRS004898,Case Study Assessment 3403,Viva,Expert,58,50,29,False,Escape Room,False,2026-04-07
ASM003404,CRS015879,Case Study Assessment 3404,MCQ,Advanced,26,200,124,True,Battle,True,2026-03-22
ASM003405,CRS001295,Viva Assessment 3405,Coding Challenge,Advanced,23,100,47,True,Timed Challenge,False,2025-07-30
ASM003406,CRS041571,Viva Assessment 3406,Project Submission,Intermediate,57,150,80,True,Classic,False,2025-04-12
ASM003407,CRS027052,Project Submission Assessment 3407,Gamified Quest,Intermediate,43,50,31,True,Quest,True,2025-11-15
ASM003408,CRS017606,Gamified Quest Assessment 3408,Case Study,Expert,26,150,95,False,Timed Challenge,False,2025-03-02
ASM003409,CRS017446,Viva Assessment 3409,Case Study,Expert,6,200,118,True,Scenario Mission,True,2026-01-23
ASM003410,CRS043193,Case Study Assessment 3410,Roleplay,Expert,43,100,60,True,Classic,False,2025-10-29
ASM003411,CRS044340,Project Submission Assessment 3411,MCQ,Beginner,10,150,71,True,Battle,False,2025-12-16
ASM003412,CRS034343,Case Study Assessment 3412,Roleplay,Beginner,51,200,135,False,Quest,True,2024-11-01
ASM003413,CRS016785,Project Submission Assessment 3413,Gamified Quest,Advanced,53,50,25,True,Quest,True,2025-07-27
ASM003414,CRS016588,Project Submission Assessment 3414,Gamified Quest,Advanced,46,100,54,True,Classic,False,2025-01-20
ASM003415,CRS039776,Gamified Quest Assessment 3415,Viva,Intermediate,19,150,73,False,Timed Challenge,False,2024-05-23
ASM003416,CRS030241,Coding Challenge Assessment 3416,Case Study,Intermediate,57,100,56,True,Timed Challenge,False,2026-03-18
ASM003417,CRS043208,Simulation Assessment 3417,Coding Challenge,Beginner,55,150,70,True,Escape Room,False,2025-12-15
ASM003418,CRS006388,Viva Assessment 3418,Viva,Intermediate,7,50,33,True,Escape Room,False,2025-03-12
ASM003419,CRS018741,Project Submission Assessment 3419,Roleplay,Intermediate,27,50,27,True,Scenario Mission,False,2024-12-19
ASM003420,CRS049791,Viva Assessment 3420,Viva,Advanced,14,50,25,True,Escape Room,False,2024-05-28
ASM003421,CRS043474,Roleplay Assessment 3421,Simulation,Beginner,38,200,104,True,Classic,True,2025-11-13
ASM003422,CRS000478,Simulation Assessment 3422,Viva,Intermediate,28,150,74,True,Quest,False,2025-05-31
ASM003423,CRS004575,Gamified Quest Assessment 3423,Viva,Beginner,53,200,104,True,Classic,False,2026-02-21
ASM003424,CRS042302,Roleplay Assessment 3424,Coding Challenge,Intermediate,51,200,128,True,Scenario Mission,False,2025-05-01
ASM003425,CRS046981,Gamified Quest Assessment 3425,Viva,Expert,12,200,117,True,Scenario Mission,True,2025-08-13
ASM003426,CRS046316,Viva Assessment 3426,MCQ,Expert,14,50,24,True,Classic,False,2025-03-18
ASM003427,CRS003223,MCQ Assessment 3427,MCQ,Intermediate,60,100,49,False,Battle,False,2025-10-01
ASM003428,CRS036613,Gamified Quest Assessment 3428,Coding Challenge,Intermediate,57,150,94,True,Battle,True,2025-05-12
ASM003429,CRS032267,Gamified Quest Assessment 3429,Case Study,Expert,27,150,99,True,Quest,True,2024-11-08
ASM003430,CRS027921,Case Study Assessment 3430,Roleplay,Advanced,19,150,72,False,Classic,False,2025-06-07
ASM003431,CRS005762,Roleplay Assessment 3431,Project Submission,Advanced,9,50,29,False,Scenario Mission,False,2025-01-23
ASM003432,CRS024565,Case Study Assessment 3432,MCQ,Beginner,26,150,95,True,Classic,False,2025-11-03
ASM003433,CRS049834,Viva Assessment 3433,Simulation,Intermediate,6,100,49,False,Timed Challenge,False,2025-07-19
ASM003434,CRS007492,Project Submission Assessment 3434,Project Submission,Expert,50,200,112,False,Battle,False,2025-12-03
ASM003435,CRS000991,Simulation Assessment 3435,MCQ,Beginner,51,150,90,True,Timed Challenge,False,2025-11-06
ASM003436,CRS022004,Project Submission Assessment 3436,Simulation,Beginner,58,50,26,True,Timed Challenge,True,2026-04-24
ASM003437,CRS029830,Roleplay Assessment 3437,Project Submission,Advanced,53,100,66,True,Escape Room,False,2025-04-27
ASM003438,CRS012017,MCQ Assessment 3438,Roleplay,Beginner,50,100,46,False,Classic,False,2024-08-06
ASM003439,CRS027616,Gamified Quest Assessment 3439,Coding Challenge,Advanced,23,150,102,True,Classic,False,2026-01-22
ASM003440,CRS043532,Gamified Quest Assessment 3440,Gamified Quest,Intermediate,46,200,111,False,Classic,False,2024-06-27
ASM003441,CRS044989,Simulation Assessment 3441,MCQ,Expert,32,50,25,True,Escape Room,False,2024-07-07
ASM003442,CRS046172,Project Submission Assessment 3442,MCQ,Beginner,39,50,28,False,Quest,False,2026-05-01
ASM003443,CRS013043,MCQ Assessment 3443,Gamified Quest,Expert,40,200,135,False,Quest,False,2024-08-21
ASM003444,CRS029612,Project Submission Assessment 3444,Roleplay,Intermediate,23,150,98,False,Escape Room,False,2026-04-14
ASM003445,CRS045828,Coding Challenge Assessment 3445,MCQ,Advanced,23,50,23,False,Timed Challenge,True,2024-10-26
ASM003446,CRS020838,Case Study Assessment 3446,Project Submission,Advanced,26,100,53,True,Battle,False,2026-01-04
ASM003447,CRS020262,Roleplay Assessment 3447,Project Submission,Intermediate,6,50,30,True,Classic,True,2026-03-06
ASM003448,CRS038279,Roleplay Assessment 3448,Coding Challenge,Intermediate,18,50,31,False,Timed Challenge,False,2025-10-01
ASM003449,CRS041835,Viva Assessment 3449,MCQ,Expert,7,150,96,True,Escape Room,False,2025-03-24
ASM003450,CRS038233,Project Submission Assessment 3450,Case Study,Advanced,25,100,65,True,Quest,False,2025-04-27
ASM003451,CRS048565,Simulation Assessment 3451,Gamified Quest,Intermediate,11,100,50,True,Scenario Mission,True,2024-07-19
ASM003452,CRS020080,Viva Assessment 3452,Simulation,Expert,26,150,95,False,Escape Room,False,2025-10-03
ASM003453,CRS035989,Coding Challenge Assessment 3453,Gamified Quest,Intermediate,12,100,53,True,Classic,False,2025-08-09
ASM003454,CRS000532,MCQ Assessment 3454,Roleplay,Advanced,50,50,32,False,Classic,False,2025-02-16
ASM003455,CRS007370,Coding Challenge Assessment 3455,Coding Challenge,Beginner,58,150,69,True,Classic,False,2024-05-31
ASM003456,CRS018498,Gamified Quest Assessment 3456,MCQ,Beginner,43,200,133,False,Classic,False,2024-10-29
ASM003457,CRS047602,MCQ Assessment 3457,Viva,Intermediate,54,50,34,True,Scenario Mission,False,2026-04-25
ASM003458,CRS045827,Project Submission Assessment 3458,Coding Challenge,Expert,31,50,22,True,Classic,False,2025-03-10
ASM003459,CRS049975,Coding Challenge Assessment 3459,Viva,Expert,34,100,45,False,Classic,False,2025-08-12
ASM003460,CRS016703,Roleplay Assessment 3460,MCQ,Expert,54,100,51,False,Quest,False,2025-09-04
ASM003461,CRS027933,Roleplay Assessment 3461,Gamified Quest,Expert,60,150,80,True,Timed Challenge,True,2025-01-21
ASM003462,CRS049569,Coding Challenge Assessment 3462,Roleplay,Intermediate,52,50,34,True,Escape Room,False,2025-07-30
ASM003463,CRS040896,Viva Assessment 3463,Simulation,Intermediate,11,50,32,True,Battle,False,2024-09-03
ASM003464,CRS018330,Viva Assessment 3464,Coding Challenge,Intermediate,46,200,106,False,Timed Challenge,False,2026-04-16
ASM003465,CRS002501,MCQ Assessment 3465,Coding Challenge,Expert,34,50,26,True,Escape Room,True,2024-12-10
ASM003466,CRS000618,Case Study Assessment 3466,Coding Challenge,Intermediate,37,200,96,True,Scenario Mission,False,2025-02-11
ASM003467,CRS031623,MCQ Assessment 3467,Roleplay,Beginner,58,50,22,True,Timed Challenge,True,2024-05-30
ASM003468,CRS036834,Roleplay Assessment 3468,Case Study,Intermediate,41,200,108,True,Escape Room,False,2025-04-07
ASM003469,CRS040010,Viva Assessment 3469,Roleplay,Intermediate,46,200,112,True,Quest,False,2026-04-18
ASM003470,CRS015865,Coding Challenge Assessment 3470,Project Submission,Intermediate,16,100,57,True,Scenario Mission,False,2024-08-17
ASM003471,CRS016403,Gamified Quest Assessment 3471,Case Study,Advanced,17,150,79,True,Quest,False,2025-08-16
ASM003472,CRS042697,Simulation Assessment 3472,MCQ,Beginner,52,200,92,True,Quest,True,2025-11-01
ASM003473,CRS021803,Viva Assessment 3473,Gamified Quest,Advanced,57,100,49,True,Escape Room,False,2025-02-01
ASM003474,CRS022342,Roleplay Assessment 3474,MCQ,Expert,26,150,96,True,Battle,True,2025-03-13
ASM003475,CRS045635,Simulation Assessment 3475,Roleplay,Advanced,23,100,62,False,Classic,False,2025-01-10
ASM003476,CRS029542,Case Study Assessment 3476,Viva,Expert,9,100,46,True,Battle,False,2026-02-10
ASM003477,CRS033193,Viva Assessment 3477,Viva,Beginner,41,50,33,True,Escape Room,True,2025-10-16
ASM003478,CRS032756,Coding Challenge Assessment 3478,Viva,Beginner,32,100,63,True,Battle,False,2025-09-02
ASM003479,CRS008560,Coding Challenge Assessment 3479,Viva,Expert,16,100,45,False,Battle,False,2025-10-11
ASM003480,CRS027216,Roleplay Assessment 3480,MCQ,Advanced,11,150,67,True,Quest,False,2025-08-23
ASM003481,CRS009847,Simulation Assessment 3481,Gamified Quest,Beginner,53,100,67,False,Scenario Mission,False,2025-04-30
ASM003482,CRS021982,Coding Challenge Assessment 3482,MCQ,Expert,17,100,60,False,Classic,True,2024-08-09
ASM003483,CRS038872,Project Submission Assessment 3483,Case Study,Intermediate,41,150,96,True,Classic,False,2024-08-25
ASM003484,CRS013296,Project Submission Assessment 3484,Roleplay,Intermediate,13,100,69,False,Escape Room,False,2025-09-15
ASM003485,CRS034824,MCQ Assessment 3485,Case Study,Advanced,37,150,96,True,Battle,False,2026-03-07
ASM003486,CRS020019,Roleplay Assessment 3486,Simulation,Expert,27,50,24,True,Escape Room,False,2024-07-01
ASM003487,CRS008834,Coding Challenge Assessment 3487,Simulation,Advanced,57,100,66,True,Escape Room,False,2024-08-24
ASM003488,CRS033199,Case Study Assessment 3488,Gamified Quest,Expert,30,50,32,True,Classic,True,2025-07-08
ASM003489,CRS008533,Gamified Quest Assessment 3489,Gamified Quest,Expert,33,150,84,True,Timed Challenge,True,2026-03-17
ASM003490,CRS009938,Simulation Assessment 3490,Case Study,Advanced,6,100,62,False,Escape Room,False,2025-01-09
ASM003491,CRS011442,Simulation Assessment 3491,Simulation,Beginner,17,50,28,True,Classic,False,2026-04-23
ASM003492,CRS006562,Gamified Quest Assessment 3492,Simulation,Expert,58,100,53,False,Timed Challenge,True,2024-11-20
ASM003493,CRS021141,Gamified Quest Assessment 3493,Roleplay,Advanced,44,50,24,True,Timed Challenge,True,2025-11-16
ASM003494,CRS008597,MCQ Assessment 3494,Case Study,Intermediate,16,50,31,True,Scenario Mission,False,2026-01-17
ASM003495,CRS004059,MCQ Assessment 3495,Simulation,Expert,31,150,91,False,Classic,False,2026-04-21
ASM003496,CRS032661,Coding Challenge Assessment 3496,Viva,Expert,37,100,62,True,Battle,False,2025-01-25
ASM003497,CRS002066,Coding Challenge Assessment 3497,Simulation,Intermediate,26,150,85,True,Quest,False,2024-12-05
ASM003498,CRS008391,Case Study Assessment 3498,Project Submission,Intermediate,57,200,134,True,Battle,False,2024-07-12
ASM003499,CRS042721,Project Submission Assessment 3499,Case Study,Intermediate,12,50,34,True,Battle,False,2025-02-06
ASM003500,CRS004731,Simulation Assessment 3500,Roleplay,Advanced,47,200,105,False,Escape Room,False,2025-12-09
ASM003501,CRS012278,Roleplay Assessment 3501,Coding Challenge,Expert,43,100,66,True,Quest,True,2024-08-02
ASM003502,CRS023070,Case Study Assessment 3502,Viva,Expert,53,100,58,True,Scenario Mission,False,2025-01-18
ASM003503,CRS009437,Roleplay Assessment 3503,Project Submission,Beginner,46,50,23,True,Scenario Mission,False,2026-05-03
ASM003504,CRS013823,Case Study Assessment 3504,Project Submission,Intermediate,38,100,66,False,Battle,False,2024-11-14
ASM003505,CRS007887,Case Study Assessment 3505,Project Submission,Intermediate,37,150,95,True,Classic,False,2026-01-22
ASM003506,CRS002153,Case Study Assessment 3506,Simulation,Intermediate,25,200,105,True,Quest,False,2024-11-20
ASM003507,CRS006904,Gamified Quest Assessment 3507,Viva,Advanced,37,150,97,False,Scenario Mission,False,2026-04-11
ASM003508,CRS037637,Simulation Assessment 3508,Roleplay,Beginner,33,100,51,False,Escape Room,False,2024-12-04
ASM003509,CRS016880,Simulation Assessment 3509,Coding Challenge,Expert,37,200,108,True,Escape Room,False,2026-04-10
ASM003510,CRS013861,Viva Assessment 3510,Gamified Quest,Intermediate,48,100,68,True,Escape Room,False,2025-07-17
ASM003511,CRS039011,Case Study Assessment 3511,Gamified Quest,Expert,28,200,108,False,Classic,False,2025-03-23
ASM003512,CRS042158,Simulation Assessment 3512,Roleplay,Advanced,21,50,24,True,Battle,False,2025-11-06
ASM003513,CRS033840,Viva Assessment 3513,Simulation,Expert,41,100,56,True,Battle,False,2024-10-16
ASM003514,CRS047947,Simulation Assessment 3514,Simulation,Expert,41,100,67,True,Quest,False,2024-12-02
ASM003515,CRS047235,Viva Assessment 3515,Project Submission,Intermediate,23,150,100,True,Escape Room,False,2024-07-14
ASM003516,CRS032991,MCQ Assessment 3516,Gamified Quest,Intermediate,28,150,72,False,Timed Challenge,True,2025-12-05
ASM003517,CRS012730,Project Submission Assessment 3517,Roleplay,Advanced,47,200,108,True,Escape Room,False,2024-09-05
ASM003518,CRS010157,Case Study Assessment 3518,Gamified Quest,Expert,43,100,68,True,Scenario Mission,False,2024-05-14
ASM003519,CRS043608,MCQ Assessment 3519,Roleplay,Expert,33,200,116,False,Classic,False,2025-08-29
ASM003520,CRS015711,MCQ Assessment 3520,MCQ,Beginner,9,100,68,False,Quest,False,2024-11-14
ASM003521,CRS018021,Roleplay Assessment 3521,Gamified Quest,Intermediate,60,150,70,True,Quest,False,2025-09-20
ASM003522,CRS037178,Coding Challenge Assessment 3522,Coding Challenge,Expert,54,200,123,False,Battle,True,2025-01-26
ASM003523,CRS015696,Coding Challenge Assessment 3523,Case Study,Intermediate,28,50,30,False,Escape Room,False,2026-03-02
ASM003524,CRS036451,Roleplay Assessment 3524,Gamified Quest,Expert,59,100,57,True,Classic,False,2024-11-20
ASM003525,CRS032974,Case Study Assessment 3525,Simulation,Advanced,57,150,96,True,Timed Challenge,True,2025-12-11
ASM003526,CRS008682,MCQ Assessment 3526,Viva,Beginner,60,150,67,True,Classic,True,2025-07-07
ASM003527,CRS042745,Coding Challenge Assessment 3527,MCQ,Expert,28,200,115,False,Quest,False,2026-05-13
ASM003528,CRS018450,Gamified Quest Assessment 3528,Roleplay,Expert,18,150,92,True,Battle,False,2025-03-24
ASM003529,CRS042290,MCQ Assessment 3529,Project Submission,Intermediate,42,50,29,False,Classic,False,2026-01-01
ASM003530,CRS022559,Roleplay Assessment 3530,Roleplay,Intermediate,45,150,101,True,Escape Room,True,2025-04-11
ASM003531,CRS034898,Case Study Assessment 3531,Project Submission,Expert,23,150,74,False,Classic,False,2026-05-11
ASM003532,CRS045037,Viva Assessment 3532,Project Submission,Intermediate,28,100,51,True,Battle,True,2024-09-12
ASM003533,CRS041823,Coding Challenge Assessment 3533,MCQ,Intermediate,41,100,51,True,Quest,False,2025-08-26
ASM003534,CRS007988,MCQ Assessment 3534,Roleplay,Expert,26,200,125,True,Battle,False,2025-10-21
ASM003535,CRS006172,Case Study Assessment 3535,Simulation,Intermediate,35,100,62,True,Battle,False,2024-06-21
ASM003536,CRS046381,MCQ Assessment 3536,Coding Challenge,Intermediate,30,100,57,False,Battle,False,2024-05-17
ASM003537,CRS043082,Gamified Quest Assessment 3537,Gamified Quest,Beginner,18,200,134,False,Classic,False,2026-04-08
ASM003538,CRS028006,MCQ Assessment 3538,Project Submission,Expert,32,100,60,False,Classic,False,2025-11-01
ASM003539,CRS022294,MCQ Assessment 3539,Gamified Quest,Advanced,8,50,24,True,Classic,False,2026-04-16
ASM003540,CRS038515,Coding Challenge Assessment 3540,MCQ,Beginner,6,50,33,True,Escape Room,False,2025-06-07
ASM003541,CRS027329,Project Submission Assessment 3541,Coding Challenge,Beginner,38,50,30,True,Classic,False,2025-02-13
ASM003542,CRS026421,Case Study Assessment 3542,Gamified Quest,Expert,10,50,33,False,Scenario Mission,True,2025-03-31
ASM003543,CRS049004,Project Submission Assessment 3543,Case Study,Beginner,51,200,93,False,Timed Challenge,False,2026-01-28
ASM003544,CRS045717,Case Study Assessment 3544,Coding Challenge,Advanced,43,50,30,True,Battle,True,2025-08-31
ASM003545,CRS016647,Case Study Assessment 3545,Viva,Beginner,58,50,29,True,Quest,False,2024-09-13
ASM003546,CRS048556,Simulation Assessment 3546,Simulation,Intermediate,44,100,58,True,Battle,False,2024-12-27
ASM003547,CRS025507,MCQ Assessment 3547,Viva,Advanced,56,50,30,True,Classic,False,2025-09-23
ASM003548,CRS038063,Coding Challenge Assessment 3548,Project Submission,Intermediate,31,150,97,False,Classic,False,2026-02-07
ASM003549,CRS047962,Project Submission Assessment 3549,Project Submission,Beginner,46,100,57,False,Classic,True,2025-11-26
ASM003550,CRS033378,Simulation Assessment 3550,Simulation,Expert,10,150,74,True,Battle,True,2025-07-06
ASM003551,CRS012143,Coding Challenge Assessment 3551,Viva,Beginner,38,100,69,True,Battle,False,2024-10-31
ASM003552,CRS000845,MCQ Assessment 3552,Gamified Quest,Intermediate,24,200,132,True,Escape Room,True,2024-05-18
ASM003553,CRS002601,Project Submission Assessment 3553,Case Study,Intermediate,27,150,92,True,Timed Challenge,True,2025-08-11
ASM003554,CRS045437,Project Submission Assessment 3554,Coding Challenge,Advanced,32,50,31,True,Scenario Mission,False,2025-01-20
ASM003555,CRS023788,Coding Challenge Assessment 3555,MCQ,Beginner,26,50,27,True,Quest,True,2025-04-02
ASM003556,CRS022754,Simulation Assessment 3556,Project Submission,Beginner,27,50,25,True,Timed Challenge,False,2024-06-18
ASM003557,CRS047876,Roleplay Assessment 3557,Viva,Intermediate,10,100,59,False,Scenario Mission,True,2025-06-23
ASM003558,CRS018622,Viva Assessment 3558,MCQ,Intermediate,37,100,51,True,Scenario Mission,False,2024-10-24
ASM003559,CRS014293,Viva Assessment 3559,Viva,Advanced,29,100,50,True,Battle,False,2025-06-30
ASM003560,CRS006029,Simulation Assessment 3560,Project Submission,Expert,46,150,96,True,Classic,False,2025-11-16
ASM003561,CRS007127,Gamified Quest Assessment 3561,Viva,Intermediate,45,50,27,True,Quest,True,2025-05-20
ASM003562,CRS001145,Roleplay Assessment 3562,MCQ,Intermediate,52,50,34,False,Classic,False,2026-03-20
ASM003563,CRS038364,Viva Assessment 3563,Viva,Beginner,59,50,32,False,Scenario Mission,False,2025-03-03
ASM003564,CRS027230,Simulation Assessment 3564,Coding Challenge,Expert,34,200,96,True,Battle,False,2025-04-08
ASM003565,CRS029155,Simulation Assessment 3565,Project Submission,Intermediate,24,200,106,True,Scenario Mission,False,2025-10-11
ASM003566,CRS045884,Coding Challenge Assessment 3566,Roleplay,Advanced,11,200,114,False,Classic,True,2025-10-11
ASM003567,CRS023700,Coding Challenge Assessment 3567,Viva,Intermediate,37,50,25,True,Timed Challenge,False,2024-11-04
ASM003568,CRS023115,Simulation Assessment 3568,Case Study,Intermediate,16,150,102,False,Timed Challenge,False,2026-04-15
ASM003569,CRS041744,Case Study Assessment 3569,Case Study,Advanced,54,100,69,False,Scenario Mission,True,2025-12-02
ASM003570,CRS007239,Project Submission Assessment 3570,Case Study,Advanced,46,200,126,True,Classic,False,2026-02-22
ASM003571,CRS039578,Simulation Assessment 3571,Gamified Quest,Expert,56,200,124,False,Scenario Mission,True,2024-06-18
ASM003572,CRS017810,MCQ Assessment 3572,MCQ,Beginner,33,50,30,True,Escape Room,False,2026-05-09
ASM003573,CRS036846,Roleplay Assessment 3573,Gamified Quest,Beginner,58,150,83,True,Classic,True,2024-07-10
ASM003574,CRS006164,Case Study Assessment 3574,Case Study,Intermediate,5,150,88,True,Scenario Mission,False,2024-07-01
ASM003575,CRS001956,Coding Challenge Assessment 3575,MCQ,Beginner,18,200,95,True,Classic,False,2025-01-08
ASM003576,CRS047650,Roleplay Assessment 3576,Viva,Intermediate,30,50,29,False,Quest,True,2026-02-04
ASM003577,CRS016582,Simulation Assessment 3577,Coding Challenge,Beginner,30,50,22,True,Timed Challenge,True,2024-07-05
ASM003578,CRS012141,Simulation Assessment 3578,MCQ,Intermediate,54,100,50,True,Quest,True,2025-09-06
ASM003579,CRS049413,Gamified Quest Assessment 3579,Viva,Expert,20,200,116,False,Quest,False,2026-03-20
ASM003580,CRS026507,Project Submission Assessment 3580,MCQ,Advanced,11,50,32,True,Battle,True,2025-01-13
ASM003581,CRS030085,Roleplay Assessment 3581,Gamified Quest,Expert,47,150,71,True,Timed Challenge,False,2024-10-05
ASM003582,CRS010190,Simulation Assessment 3582,Project Submission,Advanced,29,50,28,True,Classic,False,2025-11-17
ASM003583,CRS023354,Coding Challenge Assessment 3583,Case Study,Beginner,55,200,91,True,Timed Challenge,False,2024-07-30
ASM003584,CRS029343,Roleplay Assessment 3584,Coding Challenge,Advanced,52,50,25,False,Classic,False,2024-08-11
ASM003585,CRS020061,Roleplay Assessment 3585,Project Submission,Advanced,58,100,47,True,Scenario Mission,True,2024-09-18
ASM003586,CRS008896,Project Submission Assessment 3586,Coding Challenge,Advanced,16,100,57,True,Battle,False,2025-12-04
ASM003587,CRS004822,Viva Assessment 3587,Gamified Quest,Advanced,15,50,23,True,Classic,False,2025-05-22
ASM003588,CRS035637,Gamified Quest Assessment 3588,Simulation,Beginner,10,200,110,True,Escape Room,True,2025-02-09
ASM003589,CRS024251,Coding Challenge Assessment 3589,Viva,Beginner,59,200,121,True,Scenario Mission,True,2025-05-12
ASM003590,CRS021303,Simulation Assessment 3590,Case Study,Beginner,45,200,125,True,Scenario Mission,False,2025-02-03
ASM003591,CRS033112,Coding Challenge Assessment 3591,Gamified Quest,Beginner,48,150,80,False,Quest,False,2024-10-09
