post_id,user_id,post_type,content,hashtags,likes_count,comments_count,shares_count,ai_moderation_status,created_at
PST0001491,USR005750,Learning Update,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,2634,326,23,Approved,2026-04-20
PST0001492,USR007859,Article Share,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,841,404,77,Needs Review,2025-12-13
PST0001493,USR037035,Poll,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,4989,426,45,Flagged,2025-11-27
PST0001494,USR012320,Achievement,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,942,33,138,Flagged,2026-02-11
PST0001495,USR024874,Learning Update,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3591,229,90,Approved,2026-03-28
PST0001496,USR030818,Project Showcase,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,3817,458,161,Approved,2025-11-20
PST0001497,USR020362,Job Opportunity,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,497,469,168,Flagged,2026-01-20
PST0001498,USR020877,Achievement,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,2115,163,113,Approved,2026-01-13
PST0001499,USR022086,Learning Update,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,3034,13,85,Needs Review,2025-11-24
PST0001500,USR046495,Project Showcase,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,2095,89,43,Approved,2026-02-19
PST0001501,USR048735,Learning Update,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,666,311,59,Approved,2026-05-08
PST0001502,USR045588,Poll,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,3619,58,172,Needs Review,2026-04-05
PST0001503,USR041002,Project Showcase,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,1491,204,187,Approved,2026-02-10
PST0001504,USR032878,Job Opportunity,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,3376,294,112,Approved,2025-12-16
PST0001505,USR038620,Question,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,2115,286,54,Approved,2026-05-02
PST0001506,USR026854,Article Share,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,2583,157,45,Approved,2026-03-19
PST0001507,USR032621,Job Opportunity,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,4888,178,144,Needs Review,2026-04-29
PST0001508,USR020021,Question,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1869,0,38,Needs Review,2025-11-30
PST0001509,USR037113,Article Share,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,1428,386,198,Flagged,2026-05-02
PST0001510,USR002065,Achievement,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,3883,386,54,Needs Review,2026-04-23
PST0001511,USR016727,Learning Update,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,721,369,52,Flagged,2026-01-14
PST0001512,USR004808,Project Showcase,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,694,37,20,Approved,2026-02-09
PST0001513,USR002448,Learning Update,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,757,362,3,Needs Review,2025-11-22
PST0001514,USR044236,Learning Update,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,981,175,138,Flagged,2025-12-24
PST0001515,USR009430,Learning Update,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,4966,462,1,Approved,2026-02-07
PST0001516,USR041618,Learning Update,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,2774,182,187,Flagged,2026-02-20
PST0001517,USR045305,Article Share,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,4382,259,118,Approved,2026-05-05
PST0001518,USR017367,Learning Update,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2540,114,62,Needs Review,2026-02-04
PST0001519,USR006361,Article Share,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1089,359,28,Needs Review,2025-11-25
PST0001520,USR021144,Achievement,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,3957,69,45,Approved,2026-03-29
PST0001521,USR041519,Learning Update,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,1135,14,45,Flagged,2025-11-14
PST0001522,USR018870,Article Share,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,2200,22,5,Approved,2026-01-05
PST0001523,USR003384,Achievement,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,3529,479,132,Approved,2026-03-15
PST0001524,USR039066,Article Share,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,2273,394,116,Approved,2026-03-10
PST0001525,USR002024,Article Share,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,1451,80,61,Approved,2026-03-07
PST0001526,USR028160,Poll,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,3780,371,161,Flagged,2026-02-28
PST0001527,USR008918,Job Opportunity,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,3535,364,19,Approved,2026-03-08
PST0001528,USR025557,Job Opportunity,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,4140,378,25,Approved,2025-12-25
PST0001529,USR021479,Project Showcase,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,1660,158,142,Approved,2026-03-15
PST0001530,USR012927,Achievement,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3176,393,47,Approved,2025-12-01
PST0001531,USR000685,Question,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,2282,266,83,Approved,2026-03-10
PST0001532,USR039802,Learning Update,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,590,25,154,Needs Review,2026-01-22
PST0001533,USR048151,Achievement,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,3308,461,172,Approved,2026-03-07
PST0001534,USR029563,Achievement,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,1769,489,105,Approved,2026-02-01
PST0001535,USR045944,Project Showcase,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1405,227,60,Approved,2025-11-29
PST0001536,USR004828,Question,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,3969,457,7,Needs Review,2025-12-14
PST0001537,USR041353,Job Opportunity,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,4554,212,117,Needs Review,2025-12-09
PST0001538,USR010503,Question,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,3285,17,111,Approved,2025-12-17
PST0001539,USR031952,Poll,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,3314,350,172,Flagged,2026-01-24
PST0001540,USR010357,Article Share,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,2286,424,164,Approved,2025-11-15
PST0001541,USR047370,Achievement,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,3120,363,77,Approved,2026-02-16
PST0001542,USR018465,Job Opportunity,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,2261,346,147,Approved,2025-12-11
PST0001543,USR047807,Poll,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,1164,153,140,Needs Review,2025-11-29
PST0001544,USR017190,Poll,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,4891,17,44,Approved,2026-03-23
PST0001545,USR017639,Learning Update,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,29,121,35,Approved,2026-01-15
PST0001546,USR000427,Project Showcase,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,2439,219,38,Approved,2025-12-17
PST0001547,USR004550,Question,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,709,12,185,Approved,2026-03-03
PST0001548,USR028439,Learning Update,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,3840,436,101,Flagged,2026-02-27
PST0001549,USR047703,Poll,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,2457,207,11,Approved,2025-12-29
PST0001550,USR023887,Question,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,3665,237,53,Approved,2026-04-26
PST0001551,USR035937,Article Share,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,2370,437,169,Approved,2025-12-09
PST0001552,USR040146,Poll,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,3058,37,143,Needs Review,2025-12-10
PST0001553,USR043905,Project Showcase,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,1550,419,174,Approved,2026-01-04
PST0001554,USR034475,Question,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,2053,277,140,Approved,2025-12-08
PST0001555,USR018684,Question,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,4413,59,105,Approved,2026-03-30
PST0001556,USR017242,Poll,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,319,307,165,Approved,2026-02-02
PST0001557,USR038355,Question,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,1821,340,154,Approved,2026-05-07
PST0001558,USR044237,Achievement,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,1994,59,53,Needs Review,2026-05-11
PST0001559,USR030447,Job Opportunity,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,3172,28,118,Approved,2026-03-23
PST0001560,USR045946,Achievement,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,962,294,126,Approved,2026-02-08
PST0001561,USR017193,Project Showcase,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,3109,391,3,Flagged,2025-12-03
PST0001562,USR046929,Article Share,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,4669,10,148,Approved,2026-04-27
PST0001563,USR010525,Article Share,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,4249,97,192,Approved,2026-02-19
PST0001564,USR015896,Achievement,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,4562,144,21,Flagged,2025-11-24
PST0001565,USR028015,Article Share,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,2227,129,18,Needs Review,2026-04-14
PST0001566,USR011774,Poll,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,4277,189,116,Approved,2025-12-27
PST0001567,USR004140,Project Showcase,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,255,482,189,Approved,2026-04-22
PST0001568,USR023260,Achievement,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,1114,157,174,Approved,2026-01-09
PST0001569,USR043228,Question,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,491,8,169,Flagged,2026-04-29
PST0001570,USR043390,Learning Update,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,4936,344,47,Approved,2025-12-24
PST0001571,USR000017,Poll,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,42,370,42,Needs Review,2026-05-08
PST0001572,USR029835,Achievement,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2550,173,102,Approved,2026-04-21
PST0001573,USR036661,Article Share,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,844,412,95,Approved,2026-03-07
PST0001574,USR008021,Project Showcase,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,2013,448,44,Approved,2026-04-11
PST0001575,USR000904,Achievement,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,347,372,200,Approved,2026-03-20
PST0001576,USR043655,Article Share,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,3332,485,125,Approved,2026-05-04
PST0001577,USR015095,Project Showcase,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,39,188,31,Flagged,2026-03-03
PST0001578,USR024362,Learning Update,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,112,497,34,Flagged,2026-01-13
PST0001579,USR009689,Achievement,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,1191,189,7,Approved,2026-04-23
PST0001580,USR000402,Question,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,2454,24,31,Approved,2026-05-13
PST0001581,USR023978,Project Showcase,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,1819,172,1,Approved,2026-03-29
PST0001582,USR023647,Learning Update,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,1044,259,46,Flagged,2026-02-18
PST0001583,USR020711,Question,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,210,33,189,Needs Review,2026-03-01
PST0001584,USR033422,Learning Update,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,3674,489,100,Approved,2025-12-11
PST0001585,USR027409,Question,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,447,390,48,Approved,2026-03-06
PST0001586,USR021869,Learning Update,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,110,363,131,Approved,2025-12-21
PST0001587,USR019581,Poll,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,3100,32,102,Approved,2026-02-22
PST0001588,USR007753,Achievement,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,1042,72,51,Approved,2026-05-08
PST0001589,USR023697,Job Opportunity,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,2856,370,114,Approved,2026-04-03
PST0001590,USR006023,Learning Update,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,922,183,14,Needs Review,2026-03-23
PST0001591,USR007040,Job Opportunity,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,198,270,60,Approved,2026-05-03
PST0001592,USR046166,Poll,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,2124,228,68,Approved,2026-01-21
PST0001593,USR035326,Learning Update,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,4571,22,87,Needs Review,2026-02-04
PST0001594,USR017672,Learning Update,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,1458,321,84,Needs Review,2025-12-18
PST0001595,USR018175,Question,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,702,373,199,Approved,2026-02-21
PST0001596,USR034764,Learning Update,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,4118,198,159,Approved,2026-03-28
PST0001597,USR010661,Article Share,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,1974,174,80,Approved,2026-04-20
PST0001598,USR020616,Question,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,4418,292,172,Needs Review,2025-12-20
PST0001599,USR007281,Article Share,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,3095,34,170,Needs Review,2026-05-10
PST0001600,USR002341,Question,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,3621,253,41,Approved,2026-02-28
PST0001601,USR017369,Job Opportunity,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,4978,293,174,Needs Review,2026-05-04
PST0001602,USR025873,Question,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,3226,363,128,Flagged,2026-01-25
PST0001603,USR022114,Achievement,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,3157,225,117,Needs Review,2026-01-14
PST0001604,USR039212,Poll,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,3074,457,128,Approved,2026-02-08
PST0001605,USR013948,Question,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,3943,318,142,Approved,2025-11-20
PST0001606,USR019268,Job Opportunity,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,3849,96,83,Flagged,2026-01-13
PST0001607,USR005244,Achievement,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,1523,235,83,Flagged,2026-01-27
PST0001608,USR048981,Project Showcase,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1241,273,111,Approved,2026-02-05
PST0001609,USR002281,Article Share,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,4522,377,107,Approved,2026-05-09
PST0001610,USR006273,Job Opportunity,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,3568,350,98,Approved,2026-01-15
PST0001611,USR023168,Achievement,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,2968,261,184,Flagged,2026-01-14
PST0001612,USR022253,Poll,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,4,161,34,Flagged,2026-01-19
PST0001613,USR033551,Job Opportunity,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,2151,89,47,Approved,2025-11-29
PST0001614,USR021307,Project Showcase,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,2436,278,20,Approved,2026-02-16
PST0001615,USR032946,Question,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1005,89,116,Approved,2026-01-02
PST0001616,USR040467,Achievement,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,2689,256,133,Needs Review,2025-12-04
PST0001617,USR008804,Poll,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,3679,352,145,Flagged,2025-12-23
PST0001618,USR043390,Job Opportunity,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,2867,452,135,Needs Review,2026-01-15
PST0001619,USR001071,Learning Update,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,2417,171,82,Approved,2025-12-22
